Sample ID #,Date,Side,Watershed,Date,Dipteran,Terrestrial,Caddisfly,Mayfly,Stonefly,Other,Dipteran,Terrestrial,Caddisfly,Other
ST190266,5/13/2019,B,6,5/13/2019,1,,,,,,34,,,3
ST190267,5/13/2019,A,6,5/13/2019,1,,,,,,24,,,
ST190267,5/13/2019,B,6,5/13/2019,2,,,,,1,69,,,1
ST190268,5/13/2019,A,6,5/13/2019,,,,,,,23,,,
ST190268,5/13/2019,B,6,5/13/2019,,,,,,,19,,,
ST190269,5/13/2019,A,6,5/13/2019,4,,,,,,20,,,3
ST190269,5/13/2019,B,6,5/13/2019,5,,,,,,133,,,4
ST190270,5/13/2019,A,6,5/13/2019,1,,,,,,18,,,3
ST190270,5/13/2019,B,6,5/13/2019,1,1,,,,,369,,,1
ST190306,5/20/2019,A,6,5/20/2019,3,,,,,1,51,,,3
ST190306,5/20/2019,B,6,5/20/2019,4,,,,,,226,,,8
ST190307,5/20/2019,A,6,5/20/2019,,,,,,1,86,,,3
ST190307,5/20/2019,B,6,5/20/2019,,1,,,,,98,,,11
ST190308,5/20/2019,A,6,5/20/2019,4,,,,,,199,,,8
ST190308,5/20/2019,B,6,5/20/2019,,,,,,,68,,,4
ST190309,5/20/2019,A,6,5/20/2019,,,,,,1,84,,,5
ST190309,5/20/2019,B,6,5/20/2019,,,,,,1,58,,,4
ST190310,5/20/2019,A,6,5/20/2019,1,,,,,,84,,,6
ST190310,5/20/2019,B,6,5/20/2019,8,,,,,,123,,,4
ST190346,5/28/2019,A,6,5/28/2020,3,,,,1,1,167,,,6
ST190346,5/28/2019,B,6,5/28/2020,8,,,,,,201,,,3
ST190347,5/28/2019,A,6,5/28/2020,1,1,,,,,160,,,9
ST190347,5/28/2019,B,6,5/28/2020,1,,,,,5,162,,,6
ST190348,5/28/2019,A,6,5/28/2020,4,,,,1,1,199,,,7
ST190348,5/28/2019,B,6,5/28/2020,2,,,,,,84,,,5
ST190349,5/28/2019,A,6,5/28/2020,2,,,,,,143,,,2
ST190349,5/28/2019,B,6,5/28/2020,5,,,,,,241,,,2
ST190350,5/28/2019,A,6,5/28/2020,2,,,,,,154,,,15
ST190350,5/28/2019,B,6,5/28/2020,,,,,1,1,116,,,
ST190066,4/1/2019,A,6,4/1/2019,0,,,,,,,,,
ST190066,4/1/2019,B,6,4/1/2019,0,,,,,,,,,
,4/8/2019,A,6,4/8/2019,0,,,,,,,,,
,4/8/2019,B,6,4/8/2019,1,2,,,,,,,,
ST190186,4/29/2019,A,6,4/29/2019,3,,,,,2,4,,,1
ST190186,4/29/2019,B,6,4/29/2019,,,,,,1,17,,,2
ST190187,4/29/2019,A,6,4/29/2019,3,1,,,,,13,,,1
ST190187,4/29/2019,B,6,4/29/2019,1,,,,,,3,,,4
ST190188,4/29/2019,A,6,4/29/2019,,,,,,,12,,,1
ST190188,4/29/2019,B,6,4/29/2019,2,,,,,,7,,,
ST190189,4/29/2019,A,6,4/29/2019,1,,,,,1,6,,,2
ST190189,4/29/2019,B,6,4/29/2019,1,,,,,,8,,,2
ST190190,4/29/2019,A,6,4/29/2019,1,2,,,,,8,,,
ST190190,4/29/2019,B,6,4/29/2019,2,,,,,,6,,,5
ST190906,9/3/2019,A,6,9/3/2019,1,1,,,,,9,1,,1
ST190906,9/3/2019,B,6,9/3/2019,,4,,,,,3,1,,
ST190907,9/3/2019,A,6,9/3/2019,,4,,,,1,6,4,,
ST190907,9/3/2019,B,6,9/3/2019,1,1,,,,,5,3,,
ST190908,9/3/2019,A,6,9/3/2019,,1,,,,,3,2,,
ST190908,9/3/2019,B,6,9/3/2019,1,2,,,,,3,,,
ST190909,9/3/2019,A,6,9/3/2019,,4,,,,,3,3,,
ST190909,9/3/2019,B,6,9/3/2019,2,3,,,,,7,5,,
ST190910,9/3/2019,A,6,9/3/2019,,1,1,,2,,3,1,,
ST190910,9/3/2019,B,6,9/3/2019,2,3,,,,,8,,,
ST190946,9/9/2019,A,6,9/9/2019,,,,,,,4,2,,
ST190946,9/9/2019,B,6,9/9/2019,,,,,,,6,,,
ST190947,9/9/2019,A,6,9/9/2019,1,,,,,,6,,,
ST190947,9/9/2019,B,6,9/9/2019,,1,,,,,1,1,,
ST190948,9/9/2019,A,6,9/9/2019,,,,,1,1,9,,,
ST190948,9/9/2019,B,6,9/9/2019,,1,,,,,4,2,,
ST190949,9/9/2019,A,6,9/9/2019,,2,1,,,,4,,,
ST190949,9/9/2019,B,6,9/9/2019,,,,,,1,4,,,
ST190950,9/9/2019,A,6,9/9/2019,3,,1,,,,6,3,,
ST190950,9/9/2019,B,6,9/9/2019,,1,,,,,4,6,,
ST190986,9/16/2019,A,6,9/16/2019,,,,,,,9,1,,
ST190986,9/16/2019,B,6,9/16/2019,,,,,,,3,1,,
ST190987,9/16/2019,A,6,9/16/2019,,1,,,,,3,2,,
ST190987,9/16/2019,B,6,9/16/2019,,1,,,,,5,6,,
ST190988,9/16/2019,A,6,9/16/2019,,,,,,2,10,1,,
ST190988,9/16/2019,B,6,9/16/2019,,1,,,,1,7,1,,
ST190989,9/16/2019,A,6,9/16/2019,3,,,,,1,5,,,
ST190989,9/16/2019,B,6,9/16/2019,,,1,,,,7,,,2
ST190990,9/16/2019,A,6,9/16/2019,3,1,,,,,2,1,,
ST190990,9/16/2019,B,6,9/16/2019,1,,,,,,6,,,
ST191026,9/23/2019,A,6,9/23/2019,,2,,,,1,7,3,,
ST191026,9/23/2019,B,6,9/23/2019,,,,,1,,7,3,,
ST191027,9/23/2019,A,6,9/23/2019,,,,,,,3,1,,
ST191027,9/23/2019,B,6,9/23/2019,1,,,,,,6,2,,
ST191028,9/23/2019,A,6,9/23/2019,,1,,,,3,14,3,,
ST191028,9/23/2019,B,6,9/23/2019,1,,,,,,10,,,
ST191029,9/23/2019,A,6,9/23/2019,1,,,,,,9,1,,
ST191029,9/23/2019,B,6,9/23/2019,,1,,,,,3,4,,
ST191030,9/23/2019,A,6,9/23/2019,,,,,1,1,9,3,,
ST191030,9/23/2019,B,6,9/23/2019,1,2,,,,,6,1,,1
ST191066,9/30/2019,A,6,9/30/2019,,1,,,,,7,4,,
ST191066,9/30/2019,B,6,9/30/2019,2,,,,,,,2,,
ST191067,9/30/2019,A,6,9/30/2019,,1,,,,,4,,,
ST191067,9/30/2019,B,6,9/30/2019,,,1,,,,5,2,,1
ST191068,9/30/2019,A,6,9/30/2019,,,,,,,4,1,,
ST191068,9/30/2019,B,6,9/30/2019,,,,,,,7,2,,
ST191069,9/30/2019,A,6,9/30/2019,,,,,,,6,1,,
ST191069,9/30/2019,B,6,9/30/2019,,1,,,,,10,2,,
ST191070,9/30/2019,A,6,9/30/2019,1,,,,,,3,,,
ST191070,9/30/2019,B,6,9/30/2019,,,,,,3,5,1,,
ST191106,10/7/2019,A,6,10/7/2019,1,,,,,,3,,,
ST191106,10/7/2019,B,6,10/7/2019,1,,,,,,3,1,,
ST191107,10/7/2019,A,6,10/7/2019,5,,,,,,5,3,,
ST191107,10/7/2019,B,6,10/7/2019,2,,,,,,1,1,,1
ST191108,10/7/2019,A,6,10/7/2019,2,,,,,,13,4,,
ST191108,10/7/2019,B,6,10/7/2019,1,,,,,,4,2,,
ST191109,10/7/2019,A,6,10/7/2019,2,,,,,1,6,3,,
ST191109,10/7/2019,B,6,10/7/2019,1,,,,,,7,1,,1
ST191110,10/7/2019,A,6,10/7/2019,,,,,,,3,2,,
ST191110,10/7/2019,B,6,10/7/2019,2,,,,,,3,1,,1
ST191146,10/15/2019,A,6,10/15/2019,1,1,,,1,,22,,2,1
ST191146,10/15/2019,B,6,10/15/2019,2,,,,,3,3,5,,
ST191147,10/15/2019,A,6,10/15/2019,1,,,,,2,9,4,,
ST191147,10/15/2019,B,6,10/15/2019,,,,,,,14,3,,
ST191148,10/15/2019,A,6,10/15/2019,2,,,,,,6,2,,
ST191148,10/15/2019,B,6,10/15/2019,,,,,,2,10,2,,
ST191149,10/15/2019,A,6,10/15/2019,1,,,,,,4,4,,
ST191149,10/15/2019,B,6,10/15/2019,1,,1,,,2,8,,,
ST191150,10/15/2019,A,6,10/15/2019,1,,,,1,2,4,1,,
ST191150,10/15/2019,B,6,10/15/2019,1,,,,,1,5,3,,1
ST191186,10/21/2019,A,6,10/21/2019,3,,,,,,9,2,,1
ST191186,10/21/2019,B,6,10/21/2019,5,,,,,1,5,2,,
ST191187,10/21/2019,A,6,10/21/2019,9,,,,,,6,1,,
ST191187,10/21/2019,B,6,10/21/2019,3,,,,,,4,1,,
ST191188,10/21/2019,A,6,10/21/2019,15,4,,,,,29,5,,
ST191188,10/21/2019,B,6,10/21/2019,7,,,,,1,12,,,
ST191189,10/21/2019,A,6,10/21/2019,6,1,,,,,6,,,
ST191189,10/21/2019,B,6,10/21/2019,6,,,,,,17,2,,
ST191190,10/21/2019,A,6,10/21/2019,1,,,,,1,13,,,
ST191190,10/21/2019,B,6,10/21/2019,11,,,,,,14,4,,
ST191226,10/28/2019,A,6,10/28/2019,13,,,,1,1,38,12,,2
ST191226,10/28/2019,B,6,10/28/2019,5,,,,,,27,7,,1
ST191227,10/28/2019,A,6,10/28/2019,20,3,2,,,2,38,7,,2
ST191227,10/28/2019,B,6,10/28/2019,53,1,,,,,83,4,,1
ST191228,10/28/2019,A,6,10/28/2019,23,,,,,,45,12,,
ST191228,10/28/2019,B,6,10/28/2019,8,,,,,2,14,3,,1
ST191229,10/28/2019,A,6,10/28/2019,17,2,,,,,17,10,,
ST191229,10/28/2019,B,6,10/28/2019,10,,,,,,12,5,,
ST191230,10/28/2019,A,6,10/28/2019,11,,,,,,16,6,,
ST191230,10/28/2019,B,6,10/28/2019,9,2,,,,,36,2,,
ST191266,11/4/2019,A,6,11/4/2019,1,1,,,,,15,6,,
ST191266,11/4/2019,B,6,11/4/2019,6,1,,,,1,23,7,,
ST191267,11/4/2019,A,6,11/4/2019,1,1,,,,,7,2,,
ST191267,11/4/2019,B,6,11/4/2019,3,,,,,,12,7,,
ST191268,11/4/2019,A,6,11/4/2019,1,,,,,,10,4,,
ST191268,11/4/2019,B,6,11/4/2019,10,1,,,,,22,1,,
ST191269,11/4/2019,A,6,11/4/2019,6,,,,,,16,,,1
ST191269,11/4/2019,B,6,11/4/2019,9,1,,,,,50,10,,
ST191270,11/4/2019,A,6,11/4/2019,1,1,,,,,16,7,,
ST191270,11/4/2019,B,6,11/4/2019,4,,,,,,26,5,,
ST191306,11/11/2019,A,6,11/11/2019,2,,,,,,4,,,
ST191306,11/11/2019,B,6,11/11/2019,,,,,,,2,,,
ST191307,11/11/2019,A,6,11/11/2019,4,,,,,,4,,,
ST191307,11/11/2019,B,6,11/11/2019,2,,,,,,1,1,,
ST191308,11/11/2019,A,6,11/11/2019,1,,,,,,2,,,
ST191308,11/11/2019,B,6,11/11/2019,1,,,,,,5,,,
ST191309,11/11/2019,A,6,11/11/2019,3,,,,,,8,1,,
ST191309,11/11/2019,B,6,11/11/2019,,,,,,,4,,,
ST191310,11/11/2019,A,6,11/11/2019,7,,,,,,3,,,
ST191310,11/11/2019,B,6,11/11/2019,3,,,,,,2,,,
