,Sample,Watershed,Date,aDipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,aDipteran_Small,Terrestrial_Small,Other_Small
446,4,6,7/2/2018,5,0,0,0,0,0,36,0,0
447,4,9,7/2/2018,2,0,1,0,0,2,5,0,6
448,5,3,7/2/2018,2,0,0,0,0,5,34,0,14
449,5,4,7/2/2018,2,0,0,0,0,5,34,0,14
450,5,6,7/2/2018,2,0,1,0,0,4,31,0,13
451,5,9,7/2/2018,4,2,0,0,0,0,15,0,25
452,5,9,7/2/2018,4,2,0,0,0,0,15,0,21
453,6,3,7/2/2018,0,0,0,0,0,0,60,0,21
454,6,4,7/2/2018,0,0,0,0,0,0,60,0,21
455,6,6,7/2/2018,4,0,1,0,0,0,30,0,4
456,6,9,7/2/2018,10,2,0,0,0,0,18,0,33
457,6,9,7/2/2018,10,2,0,0,0,0,18,0,4
458,7,3,7/2/2018,4,3,0,0,0,3,47,0,22
459,7,4,7/2/2018,4,3,0,0,0,3,47,0,22
460,7,6,7/2/2018,3,0,2,0,1,1,22,0,4
461,7,9,7/2/2018,6,0,4,0,0,2,25,0,19
462,7,9,7/2/2018,6,0,4,0,0,2,25,0,0
463,8,3,7/2/2018,0,0,1,0,0,2,35,0,9
464,8,4,7/2/2018,0,0,1,0,0,2,35,0,9
465,8,6,7/2/2018,0,0,2,0,0,3,14,0,3
466,8,9,7/2/2018,4,0,0,0,0,0,22,0,6
467,8,9,7/2/2018,4,0,0,0,0,0,22,0,3
468,9,3,7/2/2018,2,0,0,0,0,3,25,0,12
469,9,4,7/2/2018,2,0,0,0,0,3,25,0,12
470,9,6,7/2/2018,4,0,0,0,0,1,29,0,7
471,9,9,7/2/2018,4,0,0,0,0,1,20,0,53
472,9,9,7/2/2018,4,0,0,0,0,1,20,0,13
473,10,3,7/2/2018,4,0,2,0,5,1,52,0,20
474,10,4,7/2/2018,4,0,2,0,5,1,52,0,20
475,10,6,7/2/2018,1,0,0,0,0,2,19,0,4
476,10,9,7/2/2018,2,4,0,0,1,2,11,0,2
477,10,9,7/2/2018,2,4,0,0,1,2,11,0,36
478,1,2,7/9/2018,0,0,0,0,1,3,32,0,2
479,1,3,7/9/2018,1,0,2,0,0,3,24,1,15
480,1,4,7/9/2018,1,0,2,0,0,3,24,1,15
481,1,6,7/9/2018,2,0,0,0,1,4,23,0,6
482,1,9,7/9/2018,2,2,0,0,0,2,17,0,21
483,1,9,7/9/2018,2,2,0,0,0,2,17,0,33
484,1,HBK,7/9/2018,1,0,0,0,0,0,2,0,0
485,2,2,7/9/2018,0,0,0,0,0,2,18,0,0
486,2,3,7/9/2018,4,0,0,0,3,3,33,0,17
487,2,4,7/9/2018,4,0,0,0,3,3,33,0,17
488,2,6,7/9/2018,0,0,4,0,0,4,26,0,9
489,2,9,7/9/2018,8,2,0,0,1,3,30,0,33
490,2,9,7/9/2018,8,2,0,0,1,3,30,0,0
491,2,HBK,7/9/2018,1,1,1,1,1,0,4,0,0
492,3,2,7/9/2018,1,0,0,0,1,1,8,0,0
493,3,3,7/9/2018,0,0,0,0,1,5,46,0,13
494,3,4,7/9/2018,0,0,0,0,1,5,46,0,13
495,3,6,7/9/2018,1,0,0,0,0,4,13,0,0
496,3,9,7/9/2018,3,1,0,0,0,3,30,0,33
497,3,9,7/9/2018,3,1,0,0,0,3,30,0,62
498,3,HBK,7/9/2018,1,0,0,0,0,0,14,0,0
499,4,2,7/9/2018,9,1,0,0,0,3,13,0,1
500,4,3,7/9/2018,2,2,0,0,0,7,70,0,0
501,4,4,7/9/2018,2,2,0,0,0,7,70,0,0
502,4,6,7/9/2018,5,0,0,0,0,6,12,0,6
503,4,9,7/9/2018,3,0,0,0,0,0,11,0,28
504,4,9,7/9/2018,3,0,0,0,0,0,11,0,6
505,4,HBK,7/9/2018,1,0,0,0,0,0,7,0,0
506,5,2,7/9/2018,0,0,0,0,0,4,13,0,1
507,5,3,7/9/2018,1,1,0,0,0,7,33,0,20
508,5,4,7/9/2018,1,1,0,0,0,7,33,0,20
509,5,6,7/9/2018,2,0,0,0,1,1,18,0,12
510,5,9,7/9/2018,1,7,1,0,0,0,21,0,24
511,5,9,7/9/2018,1,7,1,0,0,0,21,0,10
512,5,HBK,7/9/2018,3,0,0,0,3,0,14,0,0
513,6,2,7/9/2018,1,0,0,0,1,0,8,0,2
514,6,3,7/9/2018,3,3,1,0,1,4,31,0,25
515,6,4,7/9/2018,3,3,1,0,1,4,31,0,25
516,6,6,7/9/2018,2,0,0,0,1,1,25,0,13
517,6,9,7/9/2018,1,2,0,0,4,0,31,0,95
518,6,9,7/9/2018,1,2,0,0,4,0,31,0,0
519,6,HBK,7/9/2018,4,0,0,0,2,0,7,0,0
520,7,2,7/9/2018,6,0,0,0,0,0,38,1,2
521,7,3,7/9/2018,0,0,4,0,0,3,36,2,10
522,7,4,7/9/2018,0,0,4,0,0,3,36,2,10
523,7,6,7/9/2018,3,0,1,0,0,4,21,0,8
524,7,9,7/9/2018,2,0,2,0,0,0,42,0,45
525,7,9,7/9/2018,2,0,2,0,0,0,42,0,4
526,7,HBK,7/9/2018,4,0,0,0,3,1,18,0,0
527,8,2,7/9/2018,3,0,1,0,0,2,16,1,0
528,8,3,7/9/2018,0,1,6,0,2,5,36,0,36
529,8,4,7/9/2018,0,1,6,0,2,5,36,0,36
530,8,6,7/9/2018,3,0,0,0,1,3,23,0,9
531,8,9,7/9/2018,0,3,1,0,0,3,20,0,29
532,8,9,7/9/2018,0,3,1,0,0,3,20,0,13
533,8,HBK,7/9/2018,2,1,0,0,1,0,22,0,0
534,9,2,7/9/2018,2,0,0,0,0,2,5,0,4
535,9,3,7/9/2018,3,0,6,0,3,5,34,0,4
536,9,4,7/9/2018,3,0,6,0,3,5,34,0,4
537,9,6,7/9/2018,3,0,1,0,1,5,19,0,9
538,9,9,7/9/2018,0,2,0,0,3,4,37,0,57
539,9,9,7/9/2018,0,2,0,0,3,4,37,0,3
540,9,HBK,7/9/2018,1,2,0,0,1,0,11,0,0
541,10,2,7/9/2018,3,0,0,0,1,1,24,0,2
542,10,3,7/9/2018,5,2,7,0,0,9,33,1,16
543,10,4,7/9/2018,5,2,7,0,0,9,33,1,16
544,10,6,7/9/2018,3,0,0,0,1,3,22,0,6
545,10,9,7/9/2018,3,6,1,0,0,3,16,0,0
546,10,9,7/9/2018,3,6,1,0,0,3,16,0,14
547,10,HBK,7/9/2018,1,0,1,0,0,3,8,0,0
548,1,1,7/16/2018,3,8,1,0,0,0,18,0,0
549,1,2,7/16/2018,0,0,0,0,0,0,0,0,0
550,1,3,7/16/2018,4,0,1,0,0,2,28,1,8
551,1,4,7/16/2018,4,0,1,0,0,2,28,1,8
552,1,6,7/16/2018,2,1,0,0,0,2,9,1,7
553,1,9,7/16/2018,0,3,0,0,0,3,22,0,14
554,1,9,7/16/2018,0,3,0,0,0,3,22,0,12
555,1,HBK,7/16/2018,0,0,0,0,3,4,25,0,0
556,2,1,7/16/2018,0,7,0,0,0,0,7,4,0
557,2,2,7/16/2018,0,1,0,0,0,0,3,0,4
558,2,3,7/16/2018,2,2,0,0,0,3,41,0,22
559,2,4,7/16/2018,2,2,0,0,0,3,41,0,22
560,2,6,7/16/2018,2,0,0,0,0,11,24,0,11
561,2,9,7/16/2018,0,2,2,0,1,0,46,0,20
562,2,9,7/16/2018,0,2,2,0,1,0,46,0,0
563,2,HBK,7/16/2018,1,0,0,0,0,4,14,0,0
564,3,1,7/16/2018,2,5,0,0,0,0,0,0,0
565,3,2,7/16/2018,1,0,0,0,0,1,1,0,5
566,3,3,7/16/2018,3,1,0,0,1,1,30,0,20
567,3,4,7/16/2018,3,1,0,0,1,1,30,0,20
568,3,6,7/16/2018,6,0,1,0,0,6,10,0,10
569,3,9,7/16/2018,3,3,0,0,0,1,29,0,17
570,3,9,7/16/2018,3,3,0,0,0,1,29,0,27
571,3,HBK,7/16/2018,2,4,0,0,1,3,13,0,0
572,4,1,7/16/2018,4,10,0,0,2,0,0,0,0
573,4,2,7/16/2018,3,0,0,0,0,0,3,0,3
574,4,3,7/16/2018,2,2,5,0,1,3,39,0,15
575,4,4,7/16/2018,2,2,5,0,1,3,39,0,15
576,4,6,7/16/2018,2,0,0,0,2,8,12,0,11
577,4,9,7/16/2018,0,0,0,0,3,1,23,0,6
578,4,9,7/16/2018,0,0,0,0,3,1,23,0,17
579,4,HBK,7/16/2018,2,3,0,0,2,1,16,0,0
580,5,1,7/16/2018,1,19,2,0,0,0,6,20,0
581,5,2,7/16/2018,4,0,0,0,0,4,18,0,11
582,5,3,7/16/2018,1,0,3,0,1,3,22,1,16
583,5,4,7/16/2018,1,0,3,0,1,3,22,1,16
584,5,6,7/16/2018,2,0,0,0,0,6,11,0,7
585,5,9,7/16/2018,2,1,1,0,0,1,16,0,34
586,5,9,7/16/2018,2,1,1,0,0,1,16,0,6
587,5,HBK,7/16/2018,2,0,1,0,1,0,48,0,0
588,6,1,7/16/2018,3,19,3,0,0,0,0,0,0
589,6,2,7/16/2018,0,0,0,0,0,0,0,0,0
590,6,3,7/16/2018,5,4,0,0,0,2,26,0,34
591,6,4,7/16/2018,5,4,0,0,0,2,26,0,34
592,6,6,7/16/2018,2,1,0,0,0,3,14,0,12
593,6,9,7/16/2018,1,0,2,0,0,0,11,0,7
594,6,9,7/16/2018,1,0,2,0,0,0,11,0,2
595,6,HBK,7/16/2018,1,0,3,0,0,0,28,0,0
596,7,1,7/16/2018,1,6,0,0,0,0,0,0,0
597,7,2,7/16/2018,0,0,0,0,0,0,0,0,0
598,7,3,7/16/2018,1,0,0,0,1,7,42,0,21
599,7,4,7/16/2018,1,0,0,0,1,7,42,0,21
600,7,6,7/16/2018,2,0,0,0,0,4,2,0,8
601,7,9,7/16/2018,2,9,2,0,0,0,21,0,16
602,7,9,7/16/2018,2,9,2,0,0,0,21,0,4
603,7,HBK,7/16/2018,2,2,0,0,0,1,18,0,0
604,8,1,7/16/2018,0,3,0,0,0,0,0,0,0
605,8,2,7/16/2018,0,0,0,0,0,0,0,0,0
606,8,3,7/16/2018,0,0,1,0,0,4,30,0,25
607,8,4,7/16/2018,0,0,1,0,0,4,30,0,25
608,8,6,7/16/2018,2,0,0,0,0,4,2,0,8
609,8,9,7/16/2018,3,5,0,0,2,0,36,0,40
610,8,9,7/16/2018,3,5,0,0,2,0,36,0,8
611,8,HBK,7/16/2018,0,1,0,0,0,2,20,5,0
612,9,1,7/16/2018,3,25,0,0,1,0,0,0,0
613,9,2,7/16/2018,0,0,0,0,0,0,0,0,0
614,9,3,7/16/2018,5,0,0,0,0,3,16,0,11
615,9,4,7/16/2018,5,0,0,0,0,3,16,0,11
616,9,6,7/16/2018,3,0,1,0,1,6,20,0,11
617,9,9,7/16/2018,2,11,0,0,2,3,46,0,39
618,9,9,7/16/2018,2,11,0,0,2,3,46,0,1
619,9,HBK,7/16/2018,1,2,1,0,0,0,19,2,0
620,10,1,7/16/2018,1,2,0,0,0,0,8,1,0
621,10,2,7/16/2018,0,0,0,0,0,0,0,0,0
622,10,3,7/16/2018,9,0,2,0,2,4,25,0,19
623,10,4,7/16/2018,9,0,2,0,2,4,25,0,19
624,10,6,7/16/2018,1,0,1,0,0,1,22,0,8
625,10,9,7/16/2018,1,5,0,0,1,1,16,0,14
626,10,9,7/16/2018,1,5,0,0,1,1,16,0,19
627,10,HBK,7/16/2018,1,3,0,0,0,1,16,0,0
628,1,1,7/23/2018,1,25,0,0,0,0,0,0,0
629,1,2,7/23/2018,0,0,0,0,0,0,0,0,0
630,1,3,7/23/2018,1,0,0,0,0,0,4,0,12
631,1,4,7/23/2018,1,0,0,0,0,0,4,0,12
632,1,6,7/23/2018,2,2,0,0,0,2,3,0,6
633,1,9,7/23/2018,5,0,0,0,0,0,12,0,15
634,1,9,7/23/2018,5,0,0,0,0,0,12,0,0
635,1,HBK,7/23/2018,1,1,0,0,0,0,0,0,0
636,2,1,7/23/2018,1,10,0,0,0,0,8,2,0
637,2,2,7/23/2018,0,0,0,0,0,0,0,0,0
638,2,3,7/23/2018,0,0,0,0,0,0,3,0,9
639,2,4,7/23/2018,0,0,0,0,0,0,3,0,9
640,2,6,7/23/2018,1,0,0,0,0,1,1,0,3
641,2,9,7/23/2018,5,3,0,0,2,0,9,0,12
642,2,9,7/23/2018,5,3,0,0,2,0,9,0,24
643,2,HBK,7/23/2018,2,3,0,0,0,1,0,0,0
644,3,1,7/23/2018,1,12,0,0,0,0,4,6,0
645,3,2,7/23/2018,0,0,0,0,0,0,0,0,0
646,3,3,7/23/2018,4,0,0,0,0,1,0,0,5
647,3,4,7/23/2018,4,0,0,0,0,1,0,0,5
648,3,6,7/23/2018,3,0,0,0,0,10,20,0,5
649,3,9,7/23/2018,5,3,2,0,0,1,14,0,3
650,3,9,7/23/2018,5,3,2,0,0,1,14,0,2
651,3,HBK,7/23/2018,1,0,0,0,1,2,31,0,0
652,4,1,7/23/2018,0,5,0,0,1,0,0,0,0
653,4,2,7/23/2018,0,0,0,0,0,0,0,0,0
654,4,3,7/23/2018,0,0,0,0,0,0,5,0,9
655,4,4,7/23/2018,0,0,0,0,0,0,5,0,9
656,4,6,7/23/2018,4,0,0,0,0,3,9,0,6
657,4,9,7/23/2018,3,1,1,0,1,0,20,0,0
658,4,9,7/23/2018,3,1,1,0,1,0,20,0,16
659,4,HBK,7/23/2018,5,7,0,0,1,0,19,0,0
660,5,1,7/23/2018,1,2,0,0,0,0,0,0,0
661,5,2,7/23/2018,0,0,0,0,0,0,0,0,0
662,5,3,7/23/2018,2,0,0,0,0,1,7,0,16
663,5,4,7/23/2018,2,0,0,0,0,1,7,0,16
664,5,6,7/23/2018,0,3,0,0,0,2,12,0,11
665,5,9,7/23/2018,8,1,1,0,2,0,14,0,12
666,5,9,7/23/2018,8,1,1,0,2,0,14,0,4
667,5,HBK,7/23/2018,0,0,0,0,0,0,0,0,0
668,6,1,7/23/2018,1,15,0,0,0,0,0,0,0
669,6,2,7/23/2018,0,0,0,0,0,0,0,0,0
670,6,3,7/23/2018,4,0,0,0,0,0,0,0,8
671,6,4,7/23/2018,4,0,0,0,0,0,0,0,8
672,6,6,7/23/2018,0,0,0,0,0,5,11,0,13
673,6,9,7/23/2018,2,1,2,0,4,1,13,0,5
674,6,9,7/23/2018,2,1,2,0,4,1,13,0,95
675,6,HBK,7/23/2018,0,0,0,0,0,0,1,2,0
676,7,1,7/23/2018,1,14,0,0,0,0,0,0,0
677,7,2,7/23/2018,0,0,0,0,0,0,0,0,0
678,7,3,7/23/2018,0,0,0,0,0,2,7,0,24
679,7,4,7/23/2018,0,0,0,0,0,2,7,0,24
680,7,6,7/23/2018,2,0,0,0,0,5,10,0,7
681,7,9,7/23/2018,3,8,0,0,0,0,17,0,7
682,7,9,7/23/2018,3,8,0,0,0,0,17,0,33
683,7,HBK,7/23/2018,4,2,0,0,1,0,13,0,0
684,8,1,7/23/2018,1,17,0,0,1,0,0,0,0
685,8,2,7/23/2018,0,0,0,0,0,0,0,0,0
686,8,3,7/23/2018,2,0,0,0,0,3,9,0,11
687,8,4,7/23/2018,2,0,0,0,0,3,9,0,11
688,8,6,7/23/2018,3,0,0,0,0,2,9,0,8
689,8,9,7/23/2018,3,1,0,0,5,0,17,0,10
690,8,9,7/23/2018,3,1,0,0,5,0,17,0,0
691,8,HBK,7/23/2018,3,0,0,0,1,0,27,1,0
692,9,1,7/23/2018,2,13,0,0,0,0,12,3,0
693,9,2,7/23/2018,0,0,0,0,0,0,0,0,0
694,9,3,7/23/2018,0,0,0,0,0,0,0,0,0
695,9,4,7/23/2018,0,0,0,0,0,0,0,0,0
696,9,9,7/23/2018,2,5,0,0,14,2,6,0,14
697,9,9,7/23/2018,2,5,0,0,14,2,6,0,17
698,9,HBK,7/23/2018,0,2,0,0,0,1,2,0,0
699,10,1,7/23/2018,0,5,0,0,0,0,14,10,0
700,10,2,7/23/2018,0,0,0,0,0,0,0,0,0
701,10,3,7/23/2018,0,0,0,0,0,0,0,0,0
702,10,4,7/23/2018,0,0,0,0,0,0,0,0,0
703,10,9,7/23/2018,1,4,1,0,6,0,19,3,5
704,10,9,7/23/2018,1,4,1,0,6,0,19,3,6
705,10,HBK,7/23/2018,0,0,0,0,0,0,1,0,0
706,1,2,7/30/2018,0,0,0,0,0,0,0,0,0
707,1,3,7/30/2018,5,0,0,0,0,2,15,0,2
708,1,4,7/30/2018,5,0,0,0,0,2,15,0,2
709,1,6,7/30/2018,0,0,0,0,0,2,11,0,1
710,1,9,7/30/2018,2,0,0,0,6,0,9,0,0
711,1,9,7/30/2018,2,0,0,0,6,0,9,0,45
712,1,HBK,7/30/2018,0,0,0,0,1,0,6,0,0
713,2,2,7/30/2018,0,0,0,0,0,0,0,0,0
714,2,3,7/30/2018,4,0,0,0,0,4,23,0,2
715,2,4,7/30/2018,4,0,0,0,0,4,23,0,2
716,2,6,7/30/2018,2,0,0,0,0,0,18,0,0
717,2,9,7/30/2018,0,0,0,0,4,1,13,1,0
718,2,HBK,7/30/2018,0,0,0,0,3,0,4,0,0
719,3,2,7/30/2018,0,0,0,0,0,0,0,0,0
720,3,3,7/30/2018,5,0,1,0,1,3,15,0,0
721,3,4,7/30/2018,5,0,1,0,1,3,15,0,0
722,3,6,7/30/2018,1,1,0,0,0,4,12,0,1
723,3,9,7/30/2018,0,1,1,0,2,0,9,0,3
724,3,9,7/30/2018,0,1,1,0,2,0,9,0,15
725,3,HBK,7/30/2018,1,0,1,0,2,0,16,0,0
726,4,2,7/30/2018,0,0,0,0,0,0,0,0,0
727,4,3,7/30/2018,3,2,0,0,2,0,11,0,1
728,4,4,7/30/2018,3,2,0,0,2,0,11,0,1
729,4,6,7/30/2018,0,0,0,0,1,3,5,0,0
730,4,9,7/30/2018,0,2,0,0,0,0,6,0,0
731,4,HBK,7/30/2018,1,0,1,0,2,0,26,1,0
732,5,2,7/30/2018,0,0,0,0,0,0,0,0,0
733,5,3,7/30/2018,5,0,0,0,1,0,12,0,1
734,5,4,7/30/2018,5,0,0,0,1,0,12,0,1
735,5,6,7/30/2018,1,0,0,0,0,4,6,0,0
736,5,9,7/30/2018,1,0,1,0,11,0,5,0,0
737,5,9,7/30/2018,1,0,1,0,11,0,5,0,1
738,5,HBK,7/30/2018,0,0,0,0,0,0,4,0,0
739,6,2,7/30/2018,0,0,0,0,0,0,0,0,0
740,6,3,7/30/2018,0,0,1,0,2,1,12,0,1
741,6,4,7/30/2018,0,0,1,0,2,1,12,0,1
742,6,6,7/30/2018,4,0,0,0,0,2,13,0,2
743,6,9,7/30/2018,3,0,0,0,12,1,10,0,3
744,6,9,7/30/2018,3,0,0,0,12,1,10,0,7
745,6,HBK,7/30/2018,1,0,0,0,0,0,2,0,0
746,7,2,7/30/2018,0,0,0,0,0,0,0,0,0
747,7,3,7/30/2018,4,0,0,0,0,0,18,0,5
748,7,4,7/30/2018,4,0,0,0,0,0,18,0,5
749,7,6,7/30/2018,1,0,0,0,0,3,13,0,0
750,7,9,7/30/2018,1,0,0,0,0,0,3,0,1
751,7,9,7/30/2018,1,0,0,0,0,0,3,0,6
752,7,HBK,7/30/2018,1,0,0,1,1,0,7,0,0
753,8,2,7/30/2018,0,0,0,0,0,0,0,0,0
754,8,3,7/30/2018,0,1,0,0,0,1,24,0,4
755,8,4,7/30/2018,0,1,0,0,0,1,24,0,4
756,8,6,7/30/2018,2,1,0,0,1,1,11,0,3
757,8,9,7/30/2018,1,0,0,0,1,0,2,0,1
758,8,9,7/30/2018,1,0,0,0,1,0,2,0,3
759,8,HBK,7/30/2018,0,0,0,0,0,0,9,0,0
760,9,2,7/30/2018,0,0,0,0,0,0,0,0,0
761,9,3,7/30/2018,1,0,1,0,3,2,6,0,4
762,9,4,7/30/2018,1,0,1,0,3,2,6,0,4
763,9,6,7/30/2018,3,0,0,0,0,4,11,0,0
764,9,9,7/30/2018,1,0,0,0,0,2,5,0,1
765,9,9,7/30/2018,1,0,0,0,0,2,5,0,0
766,9,HBK,7/30/2018,1,0,0,0,0,0,8,0,0
767,10,2,7/30/2018,0,0,0,0,0,0,0,0,0
768,10,3,7/30/2018,0,0,2,0,5,1,8,0,0
769,10,4,7/30/2018,0,0,2,0,5,1,8,0,0
770,10,6,7/30/2018,4,2,0,0,2,1,7,0,3
771,10,9,7/30/2018,0,0,0,0,2,0,3,0,4
772,10,9,7/30/2018,0,0,0,0,2,0,3,0,34
773,10,HBK,7/30/2018,0,0,0,0,0,0,7,0,0
774,1,1,8/6/2018,0,2,0,0,0,0,0,0,0
775,1,2,8/6/2018,1,0,0,0,0,0,2,0,0
776,1,2,8/6/2018,0,0,0,0,0,0,0,0,0
777,1,3,8/6/2018,0,0,1,0,6,1,12,0,2
778,1,4,8/6/2018,0,0,1,0,6,1,12,0,2
779,1,6,8/6/2018,0,0,0,0,0,2,14,0,2
780,1,9,8/6/2018,4,0,0,0,1,0,3,0,2
781,1,9,8/6/2018,4,0,0,0,1,0,3,0,40
782,1,HBK,8/6/2018,0,0,0,0,0,0,7,0,0
783,2,1,8/6/2018,2,1,0,0,0,0,0,0,0
784,2,2,8/6/2018,1,2,0,0,0,0,5,4,9
785,2,2,8/6/2018,0,0,0,0,0,0,0,0,0
786,2,3,8/6/2018,0,0,1,0,4,0,9,0,2
787,2,4,8/6/2018,0,0,1,0,4,0,9,0,2
788,2,6,8/6/2018,1,0,0,0,0,4,4,0,2
789,2,9,8/6/2018,8,0,0,0,1,1,5,0,2
790,2,9,8/6/2018,8,0,0,0,1,1,5,0,12
791,2,HBK,8/6/2018,2,0,0,0,0,0,2,0,0
792,3,1,8/6/2018,0,0,0,0,0,0,2,0,0
793,3,2,8/6/2018,0,1,0,0,1,0,5,2,4
794,3,2,8/6/2018,0,0,0,0,0,0,0,0,0
795,3,3,8/6/2018,0,0,0,0,8,3,17,0,0
796,3,4,8/6/2018,0,0,0,0,8,3,17,0,0
797,3,6,8/6/2018,3,0,2,0,0,4,7,0,2
798,3,9,8/6/2018,8,0,0,0,5,0,7,0,0
799,3,9,8/6/2018,8,0,0,0,5,0,7,0,14
800,3,HBK,8/6/2018,0,0,2,0,0,0,16,0,0
801,4,1,8/6/2018,1,5,0,0,0,0,10,1,0
802,4,2,8/6/2018,3,0,0,0,2,3,13,0,10
803,4,2,8/6/2018,0,0,0,0,0,0,0,0,0
804,4,3,8/6/2018,0,0,0,0,5,1,8,0,1
805,4,4,8/6/2018,0,0,0,0,5,1,8,0,1
806,4,6,8/6/2018,2,0,0,0,0,3,6,0,0
807,4,9,8/6/2018,5,0,1,0,4,0,3,0,0
808,4,HBK,8/6/2018,0,2,0,0,0,0,10,0,0
809,5,1,8/6/2018,0,2,0,0,0,0,0,0,0
810,5,2,8/6/2018,1,0,0,0,2,1,7,3,5
811,5,2,8/6/2018,0,0,0,0,0,0,0,0,0
812,5,4,8/6/2018,0,0,0,0,0,0,0,0,0
813,5,6,8/6/2018,0,1,0,0,2,1,7,0,2
814,5,9,8/6/2018,9,0,0,0,1,0,8,0,2
815,5,9,8/6/2018,9,0,0,0,1,0,8,0,7
816,5,HBK,8/6/2018,0,0,0,0,0,1,6,0,0
817,6,1,8/6/2018,2,3,0,0,0,0,0,0,0
818,6,2,8/6/2018,3,1,0,0,5,1,11,0,3
819,6,2,8/6/2018,0,0,0,0,0,0,0,0,0
820,6,4,8/6/2018,0,0,0,0,0,0,0,0,0
821,6,6,8/6/2018,3,0,0,0,0,0,7,0,0
822,6,9,8/6/2018,0,0,0,0,1,0,1,0,0
823,6,HBK,8/6/2018,1,0,0,0,0,0,12,0,0
824,7,1,8/6/2018,0,4,0,0,0,0,3,1,0
825,7,2,8/6/2018,3,1,0,0,2,2,11,1,5
826,7,4,8/6/2018,0,0,0,0,0,0,0,0,0
827,7,6,8/6/2018,0,0,0,0,0,5,8,0,3
828,7,9,8/6/2018,3,0,0,0,8,0,9,0,2
829,7,HBK,8/6/2018,2,0,1,0,2,0,5,0,0
830,8,1,8/6/2018,0,0,0,0,0,0,8,0,0
831,8,2,8/6/2018,1,0,0,0,3,9,24,0,9
832,8,4,8/6/2018,0,0,0,0,0,0,0,0,0
833,8,6,8/6/2018,0,0,0,0,0,2,6,0,2
834,8,9,8/6/2018,1,2,0,0,8,1,8,0,0
835,8,9,8/6/2018,1,2,0,0,8,1,8,0,5
836,8,HBK,8/6/2018,0,0,0,0,1,0,4,0,0
837,9,1,8/6/2018,0,11,0,0,4,0,0,0,0
838,9,2,8/6/2018,4,0,0,0,0,3,27,0,15
839,9,4,8/6/2018,0,0,0,0,0,0,0,0,0
840,9,6,8/6/2018,0,0,0,0,0,2,8,0,1
841,9,9,8/6/2018,1,0,0,0,4,0,2,0,1
842,9,9,8/6/2018,1,0,0,0,4,0,2,0,12
843,9,HBK,8/6/2018,0,0,1,0,0,0,3,0,0
844,10,1,8/6/2018,0,5,0,0,0,0,0,0,0
845,10,2,8/6/2018,1,0,0,0,0,1,20,0,4
846,10,4,8/6/2018,0,0,0,0,0,0,0,0,0
847,10,6,8/6/2018,0,0,0,0,0,2,6,0,1
848,10,9,8/6/2018,3,1,0,0,9,2,6,0,0
849,10,9,8/6/2018,3,1,0,0,9,2,6,0,10
850,10,HBK,8/6/2018,0,1,1,0,1,0,1,0,0
851,1,1,8/13/2018,1,3,0,0,1,0,0,0,0
852,1,2,8/13/2018,2,1,0,0,2,2,21,0,7
853,1,4,8/13/2018,0,0,0,0,0,0,0,0,0
854,1,6,8/13/2018,2,0,0,0,0,4,8,0,3
855,1,9,8/13/2018,2,0,0,0,1,0,2,0,0
856,1,HBK,8/13/2018,1,0,0,0,0,1,0,0,0
857,2,1,8/13/2018,1,11,0,0,0,0,8,0,0
858,2,2,8/13/2018,4,0,0,0,0,2,32,0,19
859,2,4,8/13/2018,0,0,0,0,0,0,0,0,0
860,2,6,8/13/2018,0,0,0,0,0,3,4,0,3
861,2,9,8/13/2018,4,0,0,0,0,1,11,0,1
862,2,9,8/13/2018,4,0,0,0,0,1,11,0,3
863,2,HBK,8/13/2018,0,0,0,0,1,0,6,0,0
864,3,1,8/13/2018,0,1,0,0,0,0,0,0,0
865,3,2,8/13/2018,1,2,0,0,2,2,5,2,10
866,3,4,8/13/2018,0,0,0,0,0,0,0,0,0
867,3,6,8/13/2018,0,0,0,0,0,4,8,0,3
868,3,9,8/13/2018,1,0,0,0,2,0,8,0,0
869,3,HBK,8/13/2018,2,0,0,0,1,0,1,0,0
870,4,1,8/13/2018,1,4,0,0,0,0,0,0,0
871,4,2,8/13/2018,0,0,0,0,4,1,19,1,0
872,4,4,8/13/2018,0,0,0,0,0,0,0,0,0
873,4,6,8/13/2018,1,0,0,0,0,1,6,0,1
874,4,9,8/13/2018,7,0,0,0,2,2,3,0,0
875,4,9,8/13/2018,7,0,0,0,2,2,3,0,5
876,4,HBK,8/13/2018,0,0,0,0,0,0,0,0,0
877,5,1,8/13/2018,1,7,0,0,0,0,3,0,0
878,5,2,8/13/2018,4,0,0,0,4,9,20,0,5
879,5,4,8/13/2018,0,0,0,0,0,0,0,0,0
880,5,6,8/13/2018,0,0,0,0,0,1,7,0,2
881,5,9,8/13/2018,3,0,0,0,1,0,7,0,0
882,5,9,8/13/2018,3,0,0,0,1,0,7,0,2
883,5,HBK,8/13/2018,0,0,0,0,0,0,5,0,0
884,6,1,8/13/2018,1,5,0,0,0,0,7,0,0
885,6,2,8/13/2018,0,0,0,0,4,3,21,0,8
886,6,4,8/13/2018,0,0,0,0,0,0,0,0,0
887,6,6,8/13/2018,0,0,0,0,0,1,14,0,2
888,6,9,8/13/2018,1,1,0,0,16,2,5,0,2
889,6,9,8/13/2018,1,1,0,0,16,2,5,0,0
890,6,HBK,8/13/2018,1,0,0,0,1,2,3,0,0
