"Sample","Watershed","Date","Dipteran_Large","Terrestrial_Large","Caddisfly_Large","Mayfly_Large","Stonefly_Large","Other_Large","Dipteran_Small","Terrestrial_Small","Other_Small"
"ST191045","0","9/30/2019",1,1,0,0,0,1,12,2,0
"ST191081","0","10/7/2019",1,1,0,0,0,1,13,3,0
"ST191081","0","10/7/2019",0,0,0,0,0,0,1,1,2
"ST191082","0","10/7/2019",4,2,0,0,0,0,6,0,0
"ST191082","0","10/7/2019",2,1,0,0,0,0,13,1,1
"ST191083","0","10/7/2019",3,0,0,0,0,0,3,2,1
"ST191083","0","10/7/2019",1,2,0,0,0,1,4,0,0
"ST191084","0","10/7/2019",5,3,0,0,0,0,12,2,0
"ST191084","0","10/7/2019",1,1,0,0,0,0,8,0,0
"ST191085","0","10/7/2019",1,0,0,0,0,0,9,3,0
"ST191085","0","10/7/2019",2,0,0,0,1,0,11,2,0
"ST191121","0","10/15/2019",1,0,0,0,0,1,11,3,0
"ST191121","0","10/15/2019",1,0,0,0,0,0,6,4,0
"ST191122","0","10/15/2019",2,0,0,0,0,1,14,3,0
"ST191122","0","10/15/2019",0,1,0,0,0,4,17,3,0
"ST191123","0","10/15/2019",2,3,0,0,0,0,9,2,0
"ST191123","0","10/15/2019",0,0,0,0,0,1,13,6,3
"ST191124","0","10/15/2019",0,0,0,0,0,0,9,8,0
"ST191124","0","10/15/2019",4,1,0,0,0,0,10,7,1
"ST191125","0","10/15/2019",1,2,0,0,0,0,12,4,0
"ST191125","0","10/15/2019",0,2,0,0,0,3,6,1,0
"ST191161","0","10/21/2019",24,0,0,0,0,0,25,5,0
"ST191161","0","10/21/2019",5,1,0,0,0,0,7,0,0
"ST191162","0","10/21/2019",4,1,0,0,0,0,7,0,0
"ST191162","0","10/21/2019",3,0,0,0,0,0,7,2,0
"ST191163","0","10/21/2019",5,0,0,0,0,0,8,1,0
"ST191163","0","10/21/2019",17,0,0,0,0,0,30,1,0
"ST191164","0","10/21/2019",13,2,1,0,0,0,11,3,0
"ST191164","0","10/21/2019",4,0,0,0,0,0,8,2,2
"ST191165","0","10/21/2019",6,0,0,0,0,0,5,6,0
"ST191165","0","10/21/2019",16,1,0,0,0,0,15,3,0
"ST191201","0","10/28/2019",3,1,0,0,0,1,28,5,1
"ST191201","0","10/28/2019",5,0,0,0,0,0,10,4,0
"ST191202","0","10/28/2019",12,0,0,0,0,0,30,1,0
"ST191202","0","10/28/2019",3,6,0,0,0,0,24,6,0
"ST191203","0","10/28/2019",14,1,0,0,1,0,37,12,1
"ST191203","0","10/28/2019",11,1,0,0,0,0,46,10,3
"ST191204","0","10/28/2019",8,0,0,0,1,1,31,9,2
"ST191204","0","10/28/2019",5,0,0,0,0,1,27,2,0
"ST191205","0","10/28/2019",3,1,0,0,0,1,14,2,0
"ST191205","0","10/28/2019",14,0,0,0,0,0,30,9,1
"ST191241","0","11/4/2019",4,1,0,0,0,0,40,6,0
"ST191241","0","11/4/2019",1,2,0,0,0,0,12,3,0
"ST191242","0","11/4/2019",0,0,0,0,0,0,16,0,2
"ST191242","0","11/4/2019",2,1,0,0,0,1,23,0,0
"ST191243","0","11/4/2019",3,0,0,0,0,0,21,3,0
"ST191243","0","11/4/2019",4,0,0,0,0,0,12,4,0
"ST191244","0","11/4/2019",5,0,0,0,0,0,29,4,1
"ST191244","0","11/4/2019",1,0,0,0,0,0,13,2,1
"ST191245","0","11/4/2019",2,0,0,0,0,0,5,2,0
"ST191245","0","11/4/2019",0,0,0,0,0,1,11,0,1
"ST191281","0","11/11/2019",0,0,0,0,0,0,7,0,0
"ST191281","0","11/11/2019",0,0,0,0,0,0,3,0,1
"ST191282","0","11/11/2019",0,0,0,0,0,0,7,1,0
"ST191282","0","11/11/2019",1,0,0,0,0,0,5,0,0
"ST191283","0","11/11/2019",0,0,0,0,0,0,10,0,0
"ST191283","0","11/11/2019",0,0,0,0,0,1,6,0,0
"ST191284","0","11/11/2019",0,0,0,0,0,0,6,0,0
"ST191284","0","11/11/2019",0,0,0,0,0,0,1,0,0
"ST191285","0","11/11/2019",0,0,0,0,0,0,4,0,0
"ST191285","0","11/11/2019",1,0,0,0,0,0,7,0,0
"ST191321","0","11/18/2019",0,0,0,0,0,0,2,0,0
"ST191321","0","11/18/2019",0,0,0,0,0,0,0,0,0
"ST191361","0","11/25/2019",1,0,0,0,0,0,2,0,0
"ST191361","0","11/25/2019",0,0,0,0,0,0,3,0,0
"ST191401","0","11/25/2019",1,0,0,0,0,0,0,0,0
"ST191401","0","11/25/2019",1,0,0,0,0,0,0,0,0
"ST190291","2","5/20/2020",4,1,0,0,0,1,158,0,7
"ST190206","2","5/6/2020",1,0,0,0,0,1,9,0,0
"ST190206","2","5/6/2020",7,4,0,0,0,0,13,0,4
"ST190207","2","5/6/2020",14,0,0,0,0,0,17,0,3
"ST190207","2","5/6/2020",15,0,0,0,0,0,25,1,0
"ST190208","2","5/6/2020",1,2,0,0,0,1,5,1,3
"ST190208","2","5/6/2020",2,3,0,0,0,0,14,0,1
"ST190209","2","5/6/2020",6,0,0,0,0,0,13,0,1
"ST190209","2","5/6/2020",1,1,0,0,0,0,12,0,0
"ST190210","2","5/6/2020",2,0,0,0,0,0,6,0,1
"ST190210","2","5/6/2020",4,1,0,0,1,0,15,0,3
"ST190846","2","8/26/2019",1,1,0,0,0,2,13,4,0
"ST190846","2","8/26/2019",0,3,0,0,0,0,10,2,0
"ST190847","2","8/26/2019",0,1,0,0,2,0,16,4,0
"ST190847","2","8/26/2019",2,1,0,0,0,2,22,4,0
"ST190848","2","8/26/2019",0,1,0,0,0,1,6,4,0
"ST190848","2","8/26/2019",0,1,0,0,0,0,29,2,0
"ST190849","2","8/26/2019",0,4,0,0,0,0,8,3,0
"ST190849","2","8/26/2019",0,2,0,0,0,1,15,0,0
"ST190850","2","8/26/2019",0,0,1,0,0,2,20,1,0
"ST190850","2","8/26/2019",0,3,1,0,0,0,12,1,1
"ST190806","2","8/19/2019",0,0,0,0,0,1,31,5,1
"ST190806","2","8/19/2019",1,4,0,0,0,0,7,8,0
"ST190807","2","8/19/2019",0,4,0,0,0,0,17,3,0
"ST190807","2","8/19/2019",0,3,1,0,0,0,13,3,0
"ST190808","2","8/19/2019",1,5,1,0,1,1,13,6,2
"ST190808","2","8/19/2019",0,1,0,0,0,0,7,0,0
"ST190809","2","8/19/2019",0,0,0,0,0,1,13,1,2
"ST190809","2","8/19/2019",1,5,0,0,0,3,19,1,1
"ST190810","2","8/19/2019",0,2,4,0,0,0,24,5,1
"ST190810","2","8/19/2019",1,3,3,0,0,0,6,2,1
"ST190766","2","8/12/2019",0,0,0,0,2,0,16,1,1
"ST190766","2","8/12/2019",1,5,0,0,3,1,16,14,1
"ST190767","2","8/12/2019",0,5,1,0,0,1,16,2,0
"ST190767","2","8/12/2019",0,3,2,0,0,2,6,2,1
"ST190768","2","8/12/2019",0,0,1,0,0,0,17,1,1
"ST190768","2","8/12/2019",3,3,0,0,0,5,15,0,2
"ST190769","2","8/12/2019",4,2,0,0,0,2,25,3,2
"ST190769","2","8/12/2019",0,4,1,0,1,1,15,3,2
"ST190770","2","8/12/2019",1,1,0,0,0,2,17,3,1
"ST190770","2","8/12/2019",0,3,0,0,0,0,21,14,2
"ST190726","2","8/5/2019",0,2,0,0,0,1,12,8,0
"ST190726","2","8/5/2019",6,0,0,0,0,0,25,7,1
"ST190727","2","8/5/2019",0,0,1,0,1,0,12,5,2
"ST190727","2","8/5/2019",0,2,0,0,0,1,13,3,4
"ST190728","2","8/5/2019",2,0,0,0,2,1,13,4,0
"ST190728","2","8/5/2019",2,1,0,0,1,1,5,48,0
"ST190729","2","8/5/2019",3,4,0,0,0,0,17,6,0
"ST190729","2","8/5/2019",0,2,0,0,0,1,21,3,1
"ST190730","2","8/5/2019",0,3,0,0,0,1,30,6,1
"ST190730","2","8/5/2019",0,0,0,0,0,3,22,2,1
"ST190686","2","7/29/2019",5,1,0,0,0,1,15,20,1
"ST190686","2","7/29/2019",7,0,1,0,0,0,17,14,2
"ST190687","2","7/29/2019",2,0,0,0,0,0,23,5,2
"ST190687","2","7/29/2019",5,1,0,0,0,1,40,5,0
"ST190688","2","7/29/2019",6,2,1,0,0,0,10,4,4
"ST190688","2","7/29/2019",4,1,0,0,0,1,21,10,0
"ST190689","2","7/29/2019",3,2,0,0,0,1,5,5,5
"ST190689","2","7/29/2019",5,2,0,0,1,0,21,10,0
"ST190690","2","7/29/2019",1,0,0,0,0,0,9,2,1
"ST190690","2","7/29/2019",1,0,0,0,0,0,10,5,0
"ST190646","2","7/22/2019",4,1,0,0,0,2,9,3,3
"ST190646","2","7/22/2019",7,0,1,0,1,2,26,15,7
"ST190647","2","7/22/2019",2,0,0,0,0,3,16,12,3
"ST190647","2","7/22/2019",1,0,0,0,0,2,30,1,5
"ST190648","2","7/22/2019",6,2,0,0,0,2,19,8,4
"ST190648","2","7/22/2019",1,0,0,0,2,3,17,4,11
"ST190649","2","7/22/2019",3,0,0,0,1,0,13,4,13
"ST190649","2","7/22/2019",5,0,0,0,0,4,32,3,11
"ST190650","2","7/22/2019",5,1,0,0,0,1,7,7,2
"ST190650","2","7/22/2019",0,3,1,0,1,1,24,7,6
"ST190606","2","7/15/2019",1,1,1,0,0,0,35,8,44
"ST190606","2","7/15/2019",0,1,1,0,1,4,16,4,31
"ST190607","2","7/15/2019",12,1,0,0,0,0,30,9,18
"ST190607","2","7/15/2019",3,0,0,0,0,1,23,8,10
"ST190608","2","7/15/2019",1,1,1,0,0,2,15,0,5
"ST190608","2","7/15/2019",12,0,1,0,0,1,28,7,18
"ST190609","2","7/15/2019",0,0,0,0,0,1,34,7,7
"ST190609","2","7/15/2019",5,0,0,0,0,3,35,6,12
"ST190610","2","7/15/2019",3,0,0,0,2,0,33,9,17
"ST190610","2","7/15/2019",1,2,0,0,4,6,16,10,28
"ST190566","2","7/8/2019",0,0,0,0,0,0,23,1,1
"ST190566","2","7/8/2019",4,0,0,0,1,1,51,7,4
"ST190567","2","7/8/2019",0,0,0,0,1,1,44,3,10
"ST190567","2","7/8/2019",0,1,0,0,0,2,61,7,11
"ST190568","2","7/8/2019",3,1,1,0,0,1,51,24,17
"ST190568","2","7/8/2019",0,0,0,0,0,1,25,6,7
"ST190569","2","7/8/2019",1,2,2,0,0,8,56,7,20
"ST190569","2","7/8/2019",0,3,0,0,3,0,50,1,16
"ST190570","2","7/8/2019",1,0,1,0,3,3,22,1,17
"ST190570","2","7/8/2019",2,4,0,0,0,5,51,3,18
"ST190526","2","7/1/2019",0,2,0,0,3,5,70,0,1
"ST190526","2","7/1/2019",0,3,0,0,2,3,53,6,4
"ST190527","2","7/1/2019",0,0,1,0,0,1,90,9,0
"ST190527","2","7/1/2019",1,4,0,0,0,2,37,1,1
"ST190528","2","7/1/2019",1,0,0,0,0,0,18,1,3
"ST190528","2","7/1/2019",4,4,0,0,0,2,43,3,0
"ST190529","2","7/1/2019",3,1,0,0,1,5,77,10,0
"ST190529","2","7/1/2019",3,0,0,0,1,6,64,7,0
"ST190530","2","7/1/2019",0,2,0,0,3,4,58,9,3
"ST190530","2","7/1/2019",0,0,2,0,1,2,27,5,1
"ST190486","2","6/24/2019",1,2,0,1,0,1,94,9,0
"ST190486","2","6/24/2019",1,0,0,0,0,0,14,1,1
"ST190487","2","6/24/2019",5,1,1,0,0,3,69,1,0
"ST190487","2","6/24/2019",1,1,1,0,1,0,39,5,1
"ST190488","2","6/24/2019",1,0,4,0,0,4,94,7,0
"ST190488","2","6/24/2019",2,0,2,0,1,1,71,6,0
"ST190489","2","6/24/2019",4,1,0,0,0,4,75,4,0
"ST190489","2","6/24/2019",0,0,4,0,0,1,109,0,0
"ST190490","2","6/24/2019",5,0,1,0,1,2,55,8,1
"ST190490","2","6/24/2019",1,1,2,0,0,1,43,5,0
"ST190446","2","6/17/2019",5,4,0,0,1,0,31,2,0
"ST190446","2","6/17/2019",0,0,0,0,2,0,35,5,1
"ST190447","2","6/17/2019",2,0,0,0,1,1,29,5,1
"ST190447","2","6/17/2019",5,1,0,0,0,1,36,1,1
"ST190448","2","6/17/2019",2,0,0,0,0,0,40,4,1
"ST190448","2","6/17/2019",5,2,0,0,1,1,46,1,2
"ST190449","2","6/17/2019",0,0,0,0,0,0,35,6,1
"ST190449","2","6/17/2019",6,4,0,0,0,1,35,7,0
"ST190450","2","6/17/2019",2,0,0,0,0,1,42,5,0
"ST190450","2","6/17/2019",3,3,0,0,0,1,44,4,0
"ST190406","2","6/10/2019",0,13,0,0,2,1,101,0,5
"ST190406","2","6/10/2019",3,7,2,0,2,2,161,1,3
"ST190407","2","6/10/2019",5,7,1,0,2,3,89,1,1
"ST190407","2","6/10/2019",3,1,0,0,0,1,62,0,5
"ST190408","2","6/10/2019",0,1,1,0,0,2,45,0,1
"ST190408","2","6/10/2019",0,5,2,0,5,2,141,0,0
"ST190409","2","6/10/2019",1,4,1,1,1,1,175,0,4
"ST190409","2","6/10/2019",4,3,0,0,0,3,97,0,3
"ST190410","2","6/10/2019",3,11,0,0,1,1,91,2,4
"ST190410","2","6/10/2019",5,5,1,0,1,1,132,0,3
"ST190411","2","6/10/2019",15,15,5,1,2,5,178,2,14
"ST190411","2","6/10/2019",15,14,1,0,1,9,105,0,1
"ST190412","2","6/10/2019",18,8,1,0,1,21,213,0,5
"ST190412","2","6/10/2019",7,11,0,0,2,17,242,0,4
"ST190413","2","6/10/2019",10,10,3,0,1,6,298,0,9
"ST190413","2","6/10/2019",10,18,5,0,5,7,139,0,9
"ST190414","2","6/10/2019",8,19,2,0,1,9,230,0,5
"ST190414","2","6/10/2019",5,9,2,0,1,7,216,0,21
"ST190415","2","6/10/2019",1,8,2,0,1,5,239,0,10
"ST190415","2","6/10/2019",3,14,3,0,1,6,204,0,0
"ST190366","2","6/2/2019",5,2,0,0,0,0,50,1,0
"ST190366","2","6/2/2019",1,2,0,0,1,2,96,0,5
"ST190367","2","6/2/2019",8,0,0,0,1,0,87,0,4
"ST190367","2","6/2/2019",1,1,0,0,0,0,61,0,1
"ST190368","2","6/2/2019",1,2,0,0,0,0,54,0,0
"ST190368","2","6/2/2019",2,0,0,0,2,0,60,0,2
"ST190369","2","6/2/2019",0,0,0,0,2,2,58,0,2
"ST190369","2","6/2/2019",3,0,0,0,5,0,82,0,0
"ST190370","2","6/2/2019",4,1,0,0,2,1,75,1,1
"ST190370","2","6/2/2019",3,0,0,0,0,0,77,0,1
"ST190371","2","6/2/2019",6,1,0,0,1,2,71,0,5
"ST190371","2","6/2/2019",0,0,0,0,0,2,64,0,4
"ST190372","2","6/2/2019",12,4,0,0,0,3,82,1,2
"ST190372","2","6/2/2019",7,4,0,0,0,0,55,0,1
"ST190373","2","6/2/2019",3,1,0,0,0,0,65,0,4
"ST190373","2","6/2/2019",4,4,0,0,0,1,91,0,1
"ST190374","2","6/2/2019",4,0,1,0,0,0,72,0,0
"ST190374","2","6/2/2019",6,1,0,0,0,0,61,0,0
"ST190375","2","6/2/2019",16,2,0,0,0,0,59,0,4
"ST190375","2","6/2/2019",18,0,0,0,0,0,78,0,1
"ST190326","2","5/28/2019",3,4,0,0,3,2,138,0,12
"ST190326","2","5/28/2019",6,0,0,0,2,2,172,0,8
"ST190327","2","5/28/2019",8,1,0,0,1,0,181,0,14
"ST190327","2","5/28/2019",11,0,0,0,2,1,165,0,11
"ST190328","2","5/28/2019",47,0,0,0,0,1,63,0,0
"ST190328","2","5/28/2019",0,0,0,0,0,0,32,0,2
"ST190329","2","5/28/2019",4,0,0,0,0,1,151,0,9
"ST190329","2","5/28/2019",12,0,0,0,3,1,129,0,9
"ST190330","2","5/28/2019",4,0,0,0,0,2,60,0,4
"ST190330","2","5/28/2019",12,2,0,0,0,2,180,0,15
"ST190286","2","5/20/2019",1,1,0,0,0,0,57,0,3
"ST190286","2","5/20/2019",1,0,0,0,0,0,155,2,7
"ST190287","2","5/20/2019",3,2,0,0,0,0,77,0,4
"ST190287","2","5/20/2019",7,1,0,0,0,2,99,0,4
"ST190288","2","5/20/2019",3,1,0,0,1,2,162,0,6
"ST190288","2","5/20/2019",3,1,0,0,1,2,145,0,4
"ST190289","2","5/20/2019",2,0,1,0,1,1,127,0,4
"ST190289","2","5/20/2019",3,0,0,0,2,0,116,0,5
"ST190290","2","5/20/2019",15,1,0,0,0,1,153,0,11
"ST190290","2","5/20/2019",5,2,0,0,0,0,132,1,9
"ST190291","2","5/20/2019",5,0,0,0,0,1,162,0,6
"ST190292","2","5/20/2019",1,1,0,0,0,3,119,0,11
"ST190292","2","5/20/2019",2,0,0,0,1,0,90,3,7
"ST190293","2","5/20/2019",7,0,0,0,0,1,110,8,5
"ST190293","2","5/20/2019",12,0,0,0,0,3,219,11,13
"ST190294","2","5/20/2019",2,1,0,0,0,1,143,4,10
"ST190294","2","5/20/2019",4,2,0,0,0,2,92,5,8
"ST190295","2","5/20/2019",6,1,0,0,0,2,116,3,11
"ST190295","2","5/20/2019",12,1,0,0,0,4,158,7,4
"ST190331","2","5/20/2019",2,0,0,0,1,3,134,13,8
"ST190331","2","5/20/2019",7,2,0,0,1,0,194,5,11
"ST190332","2","5/20/2019",2,1,0,1,0,2,293,11,13
"ST190332","2","5/20/2019",4,1,0,0,2,2,76,0,2
"ST190333","2","5/20/2019",5,0,1,0,0,1,329,0,11
"ST190333","2","5/20/2019",12,0,0,0,0,6,221,5,9
"ST190334","2","5/20/2019",19,4,0,0,0,4,263,11,4
"ST190334","2","5/20/2019",10,7,0,0,0,0,149,2,5
"ST190335","2","5/20/2019",5,0,0,0,1,1,192,12,0
"ST190335","2","5/20/2019",13,1,0,0,0,7,186,9,7
"ST190246","2","5/13/2019",2,0,0,0,0,0,74,0,1
"ST190246","2","5/13/2019",3,0,0,0,1,0,31,0,2
"ST190247","2","5/13/2019",3,0,0,0,0,0,53,0,4
"ST190247","2","5/13/2019",2,0,0,0,0,0,12,0,2
"ST190248","2","5/13/2019",3,0,0,0,0,1,40,1,2
"ST190248","2","5/13/2019",1,1,0,0,0,0,26,0,2
"ST190249","2","5/13/2019",4,0,0,0,0,0,47,0,0
"ST190249","2","5/13/2019",3,1,0,0,0,0,56,0,1
"ST190250","2","5/13/2019",0,0,0,0,0,1,20,0,2
"ST190250","2","5/13/2019",1,0,0,0,0,0,66,0,3
"ST190251","2","5/13/2019",5,0,0,0,0,1,83,0,1
"ST190251","2","5/13/2019",1,0,0,0,0,0,52,1,1
"ST190252","2","5/13/2019",6,0,1,0,0,0,65,0,4
"ST190252","2","5/13/2019",4,3,0,0,0,0,67,1,2
"ST190253","2","5/13/2019",5,1,1,0,0,0,41,1,0
"ST190253","2","5/13/2019",3,1,0,0,0,0,28,0,1
"ST190254","2","5/13/2019",2,2,0,0,0,0,63,3,2
"ST190254","2","5/13/2019",0,0,0,0,0,0,24,0,3
"ST190255","2","5/13/2019",4,0,0,0,0,0,25,1,2
"ST190255","2","5/13/2019",4,0,0,0,0,0,58,0,5
"ST190211","2","5/6/2019",2,1,0,0,0,0,11,0,2
"ST190211","2","5/6/2019",10,0,0,0,0,0,15,0,2
"ST190212","2","5/6/2019",7,0,0,0,0,0,12,1,1
"ST190212","2","5/6/2019",6,1,0,0,0,0,18,0,3
"ST190213","2","5/6/2019",7,0,0,0,0,0,10,1,1
"ST190213","2","5/6/2019",8,0,0,0,0,0,25,0,1
"ST190214","2","5/6/2019",19,1,0,0,1,0,27,0,3
"ST190214","2","5/6/2019",4,1,0,0,0,0,13,0,0
"ST190215","2","5/6/2019",4,1,0,0,0,0,6,1,1
"ST190215","2","5/6/2019",10,1,0,0,0,0,10,0,5
"ST190166","2","4/29/2019",2,2,0,0,0,0,13,1,1
"ST190166","2","4/29/2019",1,2,0,0,0,0,6,0,2
"ST190167","2","4/29/2019",0,3,0,0,0,0,4,3,3
"ST190167","2","4/29/2019",2,0,0,0,0,0,9,2,1
"ST190168","2","4/29/2019",0,0,0,0,0,0,2,1,0
"ST190168","2","4/29/2019",3,0,0,0,0,3,10,0,5
"ST190169","2","4/29/2019",1,4,0,0,0,1,1,0,0
"ST190169","2","4/29/2019",2,2,0,0,0,0,5,0,1
"ST190170","2","4/29/2019",2,0,0,0,0,1,0,0,2
"ST190170","2","4/29/2019",2,3,0,0,0,0,2,0,1
"ST190176","2","4/29/2019",5,1,0,0,0,0,3,0,3
"ST190176","2","4/29/2019",1,0,0,0,0,0,1,0,0
"ST190177","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190177","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190178","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190178","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190179","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190179","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190180","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190180","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190171","2","4/29/2019",8,1,0,0,0,1,7,0,2
"ST190171","2","4/29/2019",9,0,0,0,1,1,6,0,2
"ST190172","2","4/29/2019",2,1,0,0,0,0,3,0,2
"ST190172","2","4/29/2019",1,0,0,0,0,0,5,0,2
"ST190173","2","4/29/2019",4,0,1,0,0,0,4,1,1
"ST190173","2","4/29/2019",2,2,0,0,1,0,4,0,2
"ST190174","2","4/29/2019",2,0,0,0,0,0,4,0,5
"ST190174","2","4/29/2019",3,0,0,0,0,0,4,0,4
"ST190175","2","4/29/2019",5,0,0,0,1,1,5,0,2
"ST190175","2","4/29/2019",3,5,0,0,0,0,11,0,5
"ST190126","2","4/22/2019",1,0,0,0,0,0,0,0,0
"ST190126","2","4/22/2019",0,0,0,0,0,0,0,0,0
"ST190031","2","4/22/2019",0,0,0,0,0,0,0,0,0
"ST190031","2","4/22/2019",2,0,0,0,0,0,0,0,0
"ST190086","2","4/15/2019",2,1,0,0,0,0,0,0,0
"ST190086","2","4/15/2019",0,0,0,0,0,0,1,0,0
"ST190096","2","4/15/2019",1,0,0,0,0,0,0,0,0
"ST190096","2","4/15/2019",0,0,0,0,0,0,0,0,0
"ST190091","2","4/15/2019",1,0,0,0,0,0,0,0,0
"ST190091","2","4/15/2019",1,0,0,0,0,0,0,0,0
NA,"2","4/8/2019",1,0,0,0,0,0,0,0,0
NA,"2","4/8/2019",3,1,0,0,0,0,0,0,0
"","2","4/8/2019",2,0,0,0,0,0,0,0,0
"","2","4/8/2019",2,0,0,0,0,0,0,0,0
"","2","4/8/2019",1,2,0,0,0,0,0,0,0
"","2","4/8/2019",2,1,0,0,0,0,0,0,0
"ST190046","2","4/1/2019",1,0,0,0,0,0,0,0,0
"ST190046","2","4/1/2019",1,0,0,0,0,0,0,0,0
"ST190051","2","4/1/2019",0,1,0,0,0,0,0,0,0
"ST190051","2","4/1/2019",0,0,0,0,0,1,0,0,0
"ST190016","2","3/25/2019",1,0,0,0,0,0,0,0,0
"ST190016","2","3/25/2019",0,0,0,0,0,0,0,0,0
"1","2","11/12/2018",19,0,0,0,0,0,10,2,0
"2","2","11/12/2018",23,0,0,0,0,0,27,0,2
"3","2","11/12/2018",9,0,0,0,0,0,8,0,0
"4","2","11/12/2018",3,0,0,0,0,0,5,0,1
"5","2","11/12/2018",2,1,0,0,0,0,11,0,1
"6","2","11/12/2018",3,1,0,0,0,0,9,0,1
"7","2","11/12/2018",4,0,0,0,0,0,8,0,1
"8","2","11/12/2018",1,1,0,0,0,0,4,0,1
"9","2","11/12/2018",2,0,0,0,0,0,2,0,1
"10","2","11/12/2018",2,0,0,0,0,0,5,0,0
"1","2","11/5/2018",2,0,0,0,0,0,12,1,2
"2","2","11/5/2018",2,0,0,0,0,0,9,0,0
"3","2","11/5/2018",0,0,0,0,0,0,6,0,0
"4","2","11/5/2018",0,0,0,0,0,0,8,2,0
"5","2","11/5/2018",2,0,0,0,1,0,7,0,0
"6","2","11/5/2018",4,0,0,0,0,0,19,0,0
"7","2","11/5/2018",4,0,0,0,0,0,10,0,0
"8","2","11/5/2018",4,0,0,0,0,0,15,0,0
"9","2","11/5/2018",4,0,0,0,0,0,7,0,1
"10","2","11/5/2018",2,0,0,0,0,0,6,0,0
"1","2","10/29/2018",1,0,0,0,0,0,1,1,1
"2","2","10/29/2018",2,0,0,0,0,0,1,1,0
"3","2","10/29/2018",1,0,0,0,0,0,2,0,0
"4","2","10/29/2018",8,0,0,0,0,0,4,0,0
"5","2","10/29/2018",2,0,0,0,0,0,2,0,0
"6","2","10/29/2018",0,0,0,0,0,0,1,0,0
"7","2","10/29/2018",0,0,0,0,0,0,0,0,0
"8","2","10/29/2018",0,0,0,0,0,0,0,0,0
"9","2","10/29/2018",0,0,0,0,0,0,0,0,0
"10","2","10/29/2018",0,0,0,0,0,0,0,0,0
"1","2","10/22/2018",2,0,0,0,0,0,5,0,1
"2","2","10/22/2018",2,0,0,0,0,1,4,0,2
"3","2","10/22/2018",1,0,0,0,0,0,19,0,4
"4","2","10/22/2018",1,0,0,0,0,0,18,0,3
"5","2","10/22/2018",4,0,0,0,1,1,7,0,1
"6","2","10/22/2018",0,0,0,0,0,0,6,0,1
"7","2","10/22/2018",2,1,0,0,0,0,9,1,0
"8","2","10/22/2018",3,0,0,0,0,1,2,0,5
"9","2","10/22/2018",2,0,0,0,0,0,4,0,2
"10","2","10/22/2018",1,0,0,0,0,0,8,0,0
"1","2","10/15/2018",7,1,0,0,0,1,17,0,9
"2","2","10/15/2018",2,0,0,0,0,0,10,1,9
"3","2","10/15/2018",1,1,0,0,0,0,11,6,8
"4","2","10/15/2018",3,0,0,0,0,0,16,5,9
"5","2","10/15/2018",5,0,0,0,0,0,13,0,5
"6","2","10/15/2018",10,0,0,0,0,0,15,0,4
"7","2","10/15/2018",6,0,0,0,0,0,16,1,5
"8","2","10/15/2018",6,0,0,0,0,0,11,0,12
"9","2","10/15/2018",5,0,0,0,0,0,11,2,18
"10","2","10/15/2018",2,0,0,0,0,0,10,0,3
"1","2","10/8/2018",2,0,0,0,0,1,2,0,3
"2","2","10/8/2018",1,0,0,0,0,0,4,3,4
"3","2","10/8/2018",3,0,0,0,0,0,4,1,2
"4","2","10/8/2018",2,0,0,0,0,0,3,1,5
"5","2","10/8/2018",4,0,0,0,0,2,12,0,6
"6","2","10/8/2018",3,1,0,0,0,1,19,0,11
"7","2","10/8/2018",3,0,0,0,0,0,17,1,6
"8","2","10/8/2018",5,0,0,0,0,1,10,0,3
"9","2","10/8/2018",0,0,0,0,0,0,11,0,5
"10","2","10/8/2018",3,0,0,0,0,0,8,0,11
"1","2","10/1/2018",6,2,0,0,0,0,4,0,1
"2","2","10/1/2018",4,0,0,0,0,0,11,3,5
"3","2","10/1/2018",4,0,0,0,0,0,10,2,5
"4","2","10/1/2018",3,1,0,0,0,0,9,2,4
"5","2","10/1/2018",0,0,0,0,0,0,3,4,5
"6","2","10/1/2018",1,1,0,0,0,0,4,2,4
"7","2","10/1/2018",3,0,0,0,0,0,9,2,1
"8","2","10/1/2018",0,0,0,0,0,0,5,2,7
"9","2","10/1/2018",6,1,0,0,0,1,9,0,4
"10","2","10/1/2018",4,0,0,0,0,0,7,2,9
"1","2","9/24/2018",0,0,0,0,0,0,3,0,0
"2","2","9/24/2018",5,1,0,0,0,0,4,5,6
"3","2","9/24/2018",4,0,0,0,0,0,15,7,13
"4","2","9/24/2018",1,1,0,0,0,0,15,1,4
"5","2","9/24/2018",0,0,0,0,0,1,12,1,4
"6","2","9/24/2018",0,0,0,0,0,0,5,2,2
"7","2","9/24/2018",3,0,0,0,0,0,5,2,3
"8","2","9/24/2018",1,0,0,0,0,1,3,1,3
"9","2","9/24/2018",1,0,0,0,0,0,14,2,3
"10","2","9/24/2018",5,0,0,0,0,1,8,4,0
