Sample ID,Date,Side,Watershed,Date,Dipteran,Terrestrial,Caddisfly,Mayfly,Stonefly,Other,Dipteran,Terrestrial,Caddisfly,Other
ST190218,5/6/2019,A,4,5/6/2019,23,,,,,1,31,3,,2
ST190218,5/6/2019,B,4,5/6/2019,6,1,,,,,11,2,,1
ST190219,5/6/2019,A,4,5/6/2019,2,1,,,,,8,1,,4
ST190219,5/6/2019,B,4,5/6/2019,3,,,,,1,9,,,1
ST190220,5/6/2019,A,4,5/6/2019,2,1,,,,,12,2,,3
ST190220,5/6/2019,B,4,5/6/2019,3,,,,,2,10,3,,1
ST190256,5/13/2019,A,4,5/13/2019,,,,,,,25,,,3
ST190256,5/13/2019,B,4,5/13/2019,1,,,,,1,74,,,2
ST190257,5/13/2019,A,4,5/13/2019,4,,,,,3,35,2,,4
ST190257,5/13/2019,B,4,5/13/2019,10,1,,,,,196,3,,7
ST190258,5/13/2019,A,4,5/13/2019,2,,,,,,23,2,,2
ST190258,5/13/2019,B,4,5/13/2019,6,2,,,,,45,13,,2
ST190259,5/13/2019,A,4,5/13/2019,,,,,,,22,1,,2
ST190259,5/13/2019,B,4,5/13/2019,,,,,,,29,1,,
ST190260,5/13/2019,A,4,5/13/2019,6,,,,,1,45,7,,2
ST190260,5/13/2019,B,4,5/13/2019,3,,,,,,24,5,,4
ST190296,5/20/2019,A,4,5/20/2019,3,3,,,,,88,3,,5
ST190296,5/20/2019,B,4,5/20/2019,6,4,,,,,76,13,,3
ST190297,5/20/2019,A,4,5/20/2019,5,2,,,,,102,8,,10
ST190297,5/20/2019,B,4,5/20/2019,5,,,,,,64,5,,7
ST190298,5/20/2019,A,4,5/20/2019,12,,,,,,88,8,,9
ST190298,5/20/2019,B,4,5/20/2019,22,,,,,,174,11,,8
ST190299,5/20/2019,A,4,5/20/2019,2,,,,,,65,,,
ST190299,5/20/2019,B,4,5/20/2019,1,,,,,1,77,2,,5
ST190300,5/20/2019,A,4,5/20/2019,8,,,,,,98,11,,2
ST190300,5/20/2019,B,4,5/20/2019,6,,,,,2,70,4,,3
ST190336,5/28/2019,A,4,5/28/2019,7,,,,,1,107,3,,2
ST190336,5/28/2019,B,4,5/28/2019,4,2,,,,1,97,5,,2
ST190337,5/28/2019,A,4,5/28/2019,2,,,,,1,109,3,,6
ST190337,5/28/2019,B,4,5/28/2019,6,1,,,,2,100,15,,5
ST190338,5/28/2019,A,4,5/28/2019,6,6,,,,1,148,5,,7
ST190338,5/28/2019,B,4,5/28/2019,1,2,,,,,136,,,6
ST190339,5/28/2019,A,4,5/28/2019,14,,,,,2,159,9,,6
ST190339,5/28/2019,B,4,5/28/2019,20,5,,,,1,99,,,4
ST190340,5/28/2019,A,4,5/28/2019,4,,,,1,,195,5,,6
ST190340,5/28/2019,B,4,5/28/2019,7,1,,,,,117,6,,9
ST190096,4/15/2019,A,4,4/15/2019,1,,,,,,,,,
ST190096,4/15/2019,B,4,4/15/2019,0,,,,,,,,,
ST190456,6/17/2019,A,4,6/17/2019,,4,,1,,,22,8,,3
ST190456,6/17/2019,B,4,6/17/2019,2,8,,,,1,22,7,,3
ST190457,6/17/2019,A,4,6/17/2019,3,2,,,1,3,33,,,
ST190457,6/17/2019,B,4,6/17/2019,2,4,,,,1,37,7,,2
ST190458,6/17/2019,A,4,6/17/2019,1,2,,,,5,22,2,,5
ST190458,6/17/2019,B,4,6/17/2019,2,3,,,,2,32,3,,
ST190459,6/17/2019,A,4,6/17/2019,3,3,,1,1,1,31,2,,12
ST190459,6/17/2019,B,4,6/17/2019,,4,,,1,2,20,5,,
ST190460,6/17/2019,A,4,6/17/2019,2,4,,,2,1,36,3,,7
ST190460,6/17/2019,B,4,6/17/2019,,2,,,,2,14,6,,6
ST190496,6/24/2019,A,4,6/24/2019,4,5,,,1,7,25,8,,9
ST190496,6/24/2019,B,4,6/24/2019,1,4,,,,4,29,6,,8
ST190497,6/24/2019,A,4,6/24/2019,2,,,1,,2,13,2,,7
ST190497,6/24/2019,B,4,6/24/2019,2,1,,,,9,39,1,,10
ST190498,6/24/2019,A,4,6/24/2019,1,3,,,,5,39,11,,4
ST190498,6/24/2019,B,4,6/24/2019,2,6,,,1,9,47,5,,5
ST190499,6/24/2019,A,4,6/24/2019,2,1,2,,1,8,49,4,,8
ST190499,6/24/2019,B,4,6/24/2019,,2,1,,,3,19,2,,1
ST190500,6/24/2019,A,4,6/24/2019,3,3,1,,6,1,26,5,,2
ST190500,6/24/2019,B,4,6/24/2019,2,6,,,,3,21,5,,2
ST190536,7/1/2019,A,4,7/1/2019,5,4,,,2,2,31,9,,7
ST190536,7/1/2019,B,4,7/1/2019,1,5,2,,,2,12,1,,2
ST190537,7/1/2019,A,4,7/1/2019,2,4,2,,,4,45,17,,7
ST190537,7/1/2019,B,4,7/1/2019,,1,,,2,4,25,,,9
ST190538,7/1/2019,A,4,7/1/2019,,3,1,,1,6,22,2,,4
ST190538,7/1/2019,B,4,7/1/2019,,2,1,,,4,28,9,,1
ST190539,7/1/2019,A,4,7/1/2019,1,1,2,1,1,,38,2,,7
ST190539,7/1/2019,B,4,7/1/2019,1,4,1,,1,,24,4,,7
ST190540,7/1/2019,A,4,7/1/2019,1,3,,,,2,36,8,,9
ST190540,7/1/2019,B,4,7/1/2019,1,,1,,3,5,70,7,,10
ST190576,7/8/2019,A,4,7/8/2019,,2,3,,1,5,30,2,,13
ST190576,7/8/2019,B,4,7/8/2019,5,4,3,,4,1,47,1,,30
ST190577,7/8/2019,A,4,7/8/2019,1,5,3,1,1,1,26,7,,21
ST190577,7/8/2019,B,4,7/8/2019,1,6,1,,2,,25,14,,35
ST190578,7/8/2019,A,4,7/8/2019,2,6,2,,2,3,38,9,1,35
ST190578,7/8/2019,B,4,7/8/2019,3,10,1,,1,2,30,6,,20
ST190579,7/8/2019,A,4,7/8/2019,3,2,5,,2,,30,7,,12
ST190579,7/8/2019,B,4,7/8/2019,,,,1,3,1,10,3,,6
ST190580,7/8/2019,A,4,7/8/2019,1,6,2,,3,3,28,7,,19
ST190580,7/8/2019,B,4,7/8/2019,2,1,1,,2,5,26,8,,23
ST190616,7/15/2019,A,4,7/15/2019,3,10,,,,2,14,10,,16
ST190616,7/15/2019,B,4,7/15/2019,1,6,,,,4,21,12,,40
ST190617,7/15/2019,A,4,7/15/2019,1,4,,,,6,20,3,,16
ST190617,7/15/2019,B,4,7/15/2019,2,6,,,1,3,29,2,,20
ST190618,7/15/2019,A,4,7/15/2019,3,2,3,2,,,20,5,,33
ST190618,7/15/2019,B,4,7/15/2019,,1,,,2,1,7,4,,8
ST190619,7/15/2019,A,4,7/15/2019,1,5,1,3,2,,10,3,,52
ST190619,7/15/2019,B,4,7/15/2019,1,2,,,1,3,25,,,38
ST190620,7/15/2019,A,4,7/15/2019,3,1,1,1,,2,15,4,,20
ST190620,7/15/2019,B,4,7/15/2019,2,4,,1,2,5,29,4,,36
ST190656,7/22/2019,A,4,7/22/2019,2,2,3,,1,10,32,10,,12
ST190656,7/22/2019,B,4,7/22/2019,1,7,,1,1,6,17,2,,10
ST190657,7/22/2019,A,4,7/22/2019,1,,,,,2,10,,,4
ST190657,7/22/2019,B,4,7/22/2019,,8,1,,2,7,18,9,,15
ST190658,7/22/2019,A,4,7/22/2019,,,,,,,,,,
ST190658,7/22/2019,B,4,7/22/2019,,,,,,,,,,
ST190659,7/22/2019,A,4,7/22/2019,,,,,,,,,,
ST190659,7/22/2019,B,4,7/22/2019,,,,,,,,,,
ST190660,7/22/2019,A,4,7/22/2019,,,,,,,,,,
ST190660,7/22/2019,B,4,7/22/2019,,,,,,,,,,
ST190696,7/29/2019,A,4,7/29/2019,,,,,,,,,,
ST190696,7/29/2019,B,4,7/29/2019,,,,,,,,,,
ST190697,7/29/2019,A,4,7/29/2019,,,,,,,,,,
ST190697,7/29/2019,B,4,7/29/2019,,,,,,,,,,
ST190698,7/29/2019,A,4,7/29/2019,,,,,,,,,,
ST190698,7/29/2019,B,4,7/29/2019,,,,,,,,,,
ST190699,7/29/2019,A,4,7/29/2019,,,,,,,,,,
ST190699,7/29/2019,B,4,7/29/2019,,,,,,,,,,
ST190700,7/29/2019,A,4,7/29/2019,,,,,,,,,,
ST190700,7/29/2019,B,4,7/29/2019,,,,,,,,,,
