"","Watershed","date","Date","invert","size","count_zero","month","year","week"
"6100","2",2019-08-12,"8/12/2019","Terrestrial","Large",3,8,2019,32
"6101","2",2019-08-12,"8/12/2019","Terrestrial","Large",2,8,2019,32
"6102","2",2019-08-12,"8/12/2019","Terrestrial","Large",4,8,2019,32
"6103","2",2019-08-12,"8/12/2019","Terrestrial","Large",1,8,2019,32
"6104","2",2019-08-12,"8/12/2019","Terrestrial","Large",3,8,2019,32
"6105","3",2019-08-12,"8/12/2019","Terrestrial","Large",4,8,2019,32
"6106","3",2019-08-12,"8/12/2019","Terrestrial","Large",3,8,2019,32
"6107","3",2019-08-12,"8/12/2019","Terrestrial","Large",1,8,2019,32
"6108","3",2019-08-12,"8/12/2019","Terrestrial","Large",2,8,2019,32
"6109","3",2019-08-12,"8/12/2019","Terrestrial","Large",3,8,2019,32
"6110","3",2019-08-12,"8/12/2019","Terrestrial","Large",6,8,2019,32
"6111","3",2019-08-12,"8/12/2019","Terrestrial","Large",5,8,2019,32
"6112","3",2019-08-12,"8/12/2019","Terrestrial","Large",1,8,2019,32
"6113","3",2019-08-12,"8/12/2019","Terrestrial","Large",9,8,2019,32
"6114","3",2019-08-12,"8/12/2019","Terrestrial","Large",0,8,2019,32
"6115","6",2019-08-12,"8/12/2019","Terrestrial","Large",6,8,2019,32
"6116","6",2019-08-12,"8/12/2019","Terrestrial","Large",10,8,2019,32
"6117","6",2019-08-12,"8/12/2019","Terrestrial","Large",2,8,2019,32
"6118","6",2019-08-12,"8/12/2019","Terrestrial","Large",13,8,2019,32
"6119","6",2019-08-12,"8/12/2019","Terrestrial","Large",7,8,2019,32
"6120","6",2019-08-12,"8/12/2019","Terrestrial","Large",0,8,2019,32
"6121","6",2019-08-12,"8/12/2019","Terrestrial","Large",11,8,2019,32
"6122","6",2019-08-12,"8/12/2019","Terrestrial","Large",2,8,2019,32
"6123","6",2019-08-12,"8/12/2019","Terrestrial","Large",7,8,2019,32
"6124","6",2019-08-12,"8/12/2019","Terrestrial","Large",2,8,2019,32
"6125","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",1,8,2019,32
"6126","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",1,8,2019,32
"6127","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",0,8,2019,32
"6128","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",0,8,2019,32
"6129","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",0,8,2019,32
"6130","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",1,8,2019,32
"6131","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",0,8,2019,32
"6132","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",0,8,2019,32
"6133","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",1,8,2019,32
"6134","HBK",2019-08-12,"8/12/2019","Terrestrial","Large",4,8,2019,32
"6135","1",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6136","1",2019-08-19,"8/19/2019","Terrestrial","Large",2,8,2019,33
"6137","1",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6138","1",2019-08-19,"8/19/2019","Terrestrial","Large",4,8,2019,33
"6139","1",2019-08-19,"8/19/2019","Terrestrial","Large",9,8,2019,33
"6140","1",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6141","1",2019-08-19,"8/19/2019","Terrestrial","Large",5,8,2019,33
"6142","1",2019-08-19,"8/19/2019","Terrestrial","Large",14,8,2019,33
"6143","1",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6144","1",2019-08-19,"8/19/2019","Terrestrial","Large",4,8,2019,33
"6145","2",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6146","2",2019-08-19,"8/19/2019","Terrestrial","Large",4,8,2019,33
"6147","2",2019-08-19,"8/19/2019","Terrestrial","Large",4,8,2019,33
"6148","2",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6149","2",2019-08-19,"8/19/2019","Terrestrial","Large",5,8,2019,33
"6150","2",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6151","2",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6152","2",2019-08-19,"8/19/2019","Terrestrial","Large",5,8,2019,33
"6153","2",2019-08-19,"8/19/2019","Terrestrial","Large",2,8,2019,33
"6154","2",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6155","3",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6156","3",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6157","3",2019-08-19,"8/19/2019","Terrestrial","Large",2,8,2019,33
"6158","3",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6159","3",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6160","3",2019-08-19,"8/19/2019","Terrestrial","Large",2,8,2019,33
"6161","3",2019-08-19,"8/19/2019","Terrestrial","Large",2,8,2019,33
"6162","3",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6163","3",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6164","3",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6165","6",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6166","6",2019-08-19,"8/19/2019","Terrestrial","Large",12,8,2019,33
"6167","6",2019-08-19,"8/19/2019","Terrestrial","Large",6,8,2019,33
"6168","6",2019-08-19,"8/19/2019","Terrestrial","Large",5,8,2019,33
"6169","6",2019-08-19,"8/19/2019","Terrestrial","Large",3,8,2019,33
"6170","6",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6171","6",2019-08-19,"8/19/2019","Terrestrial","Large",9,8,2019,33
"6172","6",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6173","6",2019-08-19,"8/19/2019","Terrestrial","Large",2,8,2019,33
"6174","6",2019-08-19,"8/19/2019","Terrestrial","Large",9,8,2019,33
"6175","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6176","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6177","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6178","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6179","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6180","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6181","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6182","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",0,8,2019,33
"6183","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",1,8,2019,33
"6184","HBK",2019-08-19,"8/19/2019","Terrestrial","Large",2,8,2019,33
"6185","1",2019-08-26,"8/26/2019","Terrestrial","Large",2,8,2019,34
"6186","1",2019-08-26,"8/26/2019","Terrestrial","Large",2,8,2019,34
"6187","1",2019-08-26,"8/26/2019","Terrestrial","Large",4,8,2019,34
"6188","1",2019-08-26,"8/26/2019","Terrestrial","Large",3,8,2019,34
"6189","1",2019-08-26,"8/26/2019","Terrestrial","Large",5,8,2019,34
"6190","1",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6191","1",2019-08-26,"8/26/2019","Terrestrial","Large",2,8,2019,34
"6192","1",2019-08-26,"8/26/2019","Terrestrial","Large",4,8,2019,34
"6193","1",2019-08-26,"8/26/2019","Terrestrial","Large",7,8,2019,34
"6194","1",2019-08-26,"8/26/2019","Terrestrial","Large",4,8,2019,34
"6195","2",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6196","2",2019-08-26,"8/26/2019","Terrestrial","Large",3,8,2019,34
"6197","2",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6198","2",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6199","2",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6200","2",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6201","2",2019-08-26,"8/26/2019","Terrestrial","Large",4,8,2019,34
"6202","2",2019-08-26,"8/26/2019","Terrestrial","Large",2,8,2019,34
"6203","2",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6204","2",2019-08-26,"8/26/2019","Terrestrial","Large",3,8,2019,34
"6205","3",2019-08-26,"8/26/2019","Terrestrial","Large",8,8,2019,34
"6206","3",2019-08-26,"8/26/2019","Terrestrial","Large",3,8,2019,34
"6207","3",2019-08-26,"8/26/2019","Terrestrial","Large",9,8,2019,34
"6208","3",2019-08-26,"8/26/2019","Terrestrial","Large",4,8,2019,34
"6209","3",2019-08-26,"8/26/2019","Terrestrial","Large",3,8,2019,34
"6210","3",2019-08-26,"8/26/2019","Terrestrial","Large",3,8,2019,34
"6211","3",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6212","3",2019-08-26,"8/26/2019","Terrestrial","Large",6,8,2019,34
"6213","3",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6214","3",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6215","6",2019-08-26,"8/26/2019","Terrestrial","Large",2,8,2019,34
"6216","6",2019-08-26,"8/26/2019","Terrestrial","Large",7,8,2019,34
"6217","6",2019-08-26,"8/26/2019","Terrestrial","Large",4,8,2019,34
"6218","6",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6219","6",2019-08-26,"8/26/2019","Terrestrial","Large",5,8,2019,34
"6220","6",2019-08-26,"8/26/2019","Terrestrial","Large",6,8,2019,34
"6221","6",2019-08-26,"8/26/2019","Terrestrial","Large",3,8,2019,34
"6222","6",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6223","6",2019-08-26,"8/26/2019","Terrestrial","Large",4,8,2019,34
"6224","6",2019-08-26,"8/26/2019","Terrestrial","Large",11,8,2019,34
"6225","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6226","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6227","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6228","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6229","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6230","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6231","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6232","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",0,8,2019,34
"6233","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6234","HBK",2019-08-26,"8/26/2019","Terrestrial","Large",1,8,2019,34
"6235","1",2019-09-03,"9/3/2019","Terrestrial","Large",2,9,2019,36
"6236","1",2019-09-03,"9/3/2019","Terrestrial","Large",4,9,2019,36
"6237","1",2019-09-03,"9/3/2019","Terrestrial","Large",2,9,2019,36
"6238","1",2019-09-03,"9/3/2019","Terrestrial","Large",4,9,2019,36
"6239","1",2019-09-03,"9/3/2019","Terrestrial","Large",3,9,2019,36
"6240","1",2019-09-03,"9/3/2019","Terrestrial","Large",4,9,2019,36
"6241","1",2019-09-03,"9/3/2019","Terrestrial","Large",4,9,2019,36
"6242","1",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6243","1",2019-09-03,"9/3/2019","Terrestrial","Large",0,9,2019,36
"6244","1",2019-09-03,"9/3/2019","Terrestrial","Large",0,9,2019,36
"6245","6",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6246","6",2019-09-03,"9/3/2019","Terrestrial","Large",4,9,2019,36
"6247","6",2019-09-03,"9/3/2019","Terrestrial","Large",4,9,2019,36
"6248","6",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6249","6",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6250","6",2019-09-03,"9/3/2019","Terrestrial","Large",2,9,2019,36
"6251","6",2019-09-03,"9/3/2019","Terrestrial","Large",4,9,2019,36
"6252","6",2019-09-03,"9/3/2019","Terrestrial","Large",3,9,2019,36
"6253","6",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6254","6",2019-09-03,"9/3/2019","Terrestrial","Large",3,9,2019,36
"6255","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6256","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6257","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6258","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6259","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",0,9,2019,36
"6260","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",0,9,2019,36
"6261","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",0,9,2019,36
"6262","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",1,9,2019,36
"6263","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",0,9,2019,36
"6264","HBK",2019-09-03,"9/3/2019","Terrestrial","Large",3,9,2019,36
"6265","1",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6266","1",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6267","1",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6268","1",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6269","1",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6270","1",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6271","1",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6272","1",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6273","1",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6274","1",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6275","6",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6276","6",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6277","6",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6278","6",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6279","6",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6280","6",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6281","6",2019-09-09,"9/9/2019","Terrestrial","Large",2,9,2019,36
"6282","6",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6283","6",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6284","6",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6285","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6286","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6287","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",3,9,2019,36
"6288","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",1,9,2019,36
"6289","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6290","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",2,9,2019,36
"6291","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6292","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6293","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6294","HBK",2019-09-09,"9/9/2019","Terrestrial","Large",0,9,2019,36
"6295","6",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6296","6",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6297","6",2019-09-16,"9/16/2019","Terrestrial","Large",1,9,2019,37
"6298","6",2019-09-16,"9/16/2019","Terrestrial","Large",1,9,2019,37
"6299","6",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6300","6",2019-09-16,"9/16/2019","Terrestrial","Large",1,9,2019,37
"6301","6",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6302","6",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6303","6",2019-09-16,"9/16/2019","Terrestrial","Large",1,9,2019,37
"6304","6",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6305","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6306","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6307","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6308","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6309","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6310","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6311","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6312","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6313","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6314","HBK",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6315","1",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6316","1",2019-09-16,"9/16/2019","Terrestrial","Large",1,9,2019,37
"6317","1",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6318","1",2019-09-16,"9/16/2019","Terrestrial","Large",1,9,2019,37
"6319","1",2019-09-16,"9/16/2019","Terrestrial","Large",1,9,2019,37
"6320","1",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6321","1",2019-09-16,"9/16/2019","Terrestrial","Large",1,9,2019,37
"6322","1",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6323","1",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6324","1",2019-09-16,"9/16/2019","Terrestrial","Large",0,9,2019,37
"6325","1",2019-09-23,"9/23/2019","Terrestrial","Large",1,9,2019,38
"6326","1",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6327","1",2019-09-23,"9/23/2019","Terrestrial","Large",2,9,2019,38
"6328","1",2019-09-23,"9/23/2019","Terrestrial","Large",2,9,2019,38
"6329","1",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6330","1",2019-09-23,"9/23/2019","Terrestrial","Large",1,9,2019,38
"6331","1",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6332","1",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6333","1",2019-09-23,"9/23/2019","Terrestrial","Large",2,9,2019,38
"6334","3",2019-09-23,"9/23/2019","Terrestrial","Large",1,9,2019,38
"6335","6",2019-09-23,"9/23/2019","Terrestrial","Large",2,9,2019,38
"6336","6",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6337","6",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6338","6",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6339","6",2019-09-23,"9/23/2019","Terrestrial","Large",1,9,2019,38
"6340","6",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6341","6",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6342","6",2019-09-23,"9/23/2019","Terrestrial","Large",1,9,2019,38
"6343","6",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6344","6",2019-09-23,"9/23/2019","Terrestrial","Large",2,9,2019,38
"6345","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6346","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6347","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6348","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",1,9,2019,38
"6349","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",3,9,2019,38
"6350","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6351","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6352","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",1,9,2019,38
"6353","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",1,9,2019,38
"6354","HBK",2019-09-23,"9/23/2019","Terrestrial","Large",0,9,2019,38
"6355","1",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6356","1",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6357","1",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6358","1",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6359","1",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6360","1",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6361","1",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6362","1",2019-09-30,"9/30/2019","Terrestrial","Large",1,9,2019,39
"6363","1",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6364","1",2019-09-30,"9/30/2019","Terrestrial","Large",1,9,2019,39
"6365","6",2019-09-30,"9/30/2019","Terrestrial","Large",1,9,2019,39
"6366","6",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6367","6",2019-09-30,"9/30/2019","Terrestrial","Large",1,9,2019,39
"6368","6",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6369","6",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6370","6",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6371","6",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6372","6",2019-09-30,"9/30/2019","Terrestrial","Large",1,9,2019,39
"6373","6",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6374","6",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6375","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6376","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6377","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6378","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6379","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6380","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",1,9,2019,39
"6381","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6382","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",1,9,2019,39
"6383","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",0,9,2019,39
"6384","HBK",2019-09-30,"9/30/2019","Terrestrial","Large",1,9,2019,39
"6385","1",2019-10-07,"10/7/2019","Terrestrial","Large",1,10,2019,40
"6386","1",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6387","1",2019-10-07,"10/7/2019","Terrestrial","Large",2,10,2019,40
"6388","1",2019-10-07,"10/7/2019","Terrestrial","Large",1,10,2019,40
"6389","1",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6390","1",2019-10-07,"10/7/2019","Terrestrial","Large",2,10,2019,40
"6391","1",2019-10-07,"10/7/2019","Terrestrial","Large",3,10,2019,40
"6392","1",2019-10-07,"10/7/2019","Terrestrial","Large",1,10,2019,40
"6393","1",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6394","1",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6395","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6396","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6397","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6398","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6399","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6400","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6401","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6402","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6403","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6404","6",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6405","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6406","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6407","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6408","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6409","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6410","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6411","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6412","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6413","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",1,10,2019,40
"6414","HBK",2019-10-07,"10/7/2019","Terrestrial","Large",0,10,2019,40
"6415","1",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6416","1",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6417","1",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6418","1",2019-10-15,"10/15/2019","Terrestrial","Large",1,10,2019,42
"6419","1",2019-10-15,"10/15/2019","Terrestrial","Large",3,10,2019,42
"6420","1",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6421","1",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6422","1",2019-10-15,"10/15/2019","Terrestrial","Large",1,10,2019,42
"6423","1",2019-10-15,"10/15/2019","Terrestrial","Large",2,10,2019,42
"6424","1",2019-10-15,"10/15/2019","Terrestrial","Large",2,10,2019,42
"6425","6",2019-10-15,"10/15/2019","Terrestrial","Large",1,10,2019,42
"6426","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6427","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6428","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6429","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6430","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6431","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6432","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6433","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6434","6",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6435","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",1,10,2019,42
"6436","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",1,10,2019,42
"6437","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6438","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",1,10,2019,42
"6439","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6440","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6441","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6442","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
"6443","HBK",2019-10-15,"10/15/2019","Terrestrial","Large",0,10,2019,42
