"Watershed","date","invert","size","count_zero","month","year"
"HBK",2018-10-01,"Dipteran","Large",2,10,2018
"HBK",2018-10-01,"Dipteran","Large",1,10,2018
"HBK",2018-10-01,"Dipteran","Large",2,10,2018
"HBK",2018-10-01,"Dipteran","Large",1,10,2018
"HBK",2018-10-01,"Dipteran","Large",3,10,2018
"HBK",2018-09-24,"Dipteran","Large",0,9,2018
"HBK",2018-09-24,"Dipteran","Large",3,9,2018
"HBK",2018-09-24,"Dipteran","Large",0,9,2018
"HBK",2018-09-24,"Dipteran","Large",2,9,2018
"HBK",2018-09-24,"Dipteran","Large",3,9,2018
"HBK",2018-09-24,"Dipteran","Large",2,9,2018
"HBK",2018-09-24,"Dipteran","Large",0,9,2018
"HBK",2018-09-24,"Dipteran","Large",1,9,2018
"HBK",2018-09-24,"Dipteran","Large",0,9,2018
"HBK",2018-09-24,"Dipteran","Large",0,9,2018
"HBK",2018-09-17,"Dipteran","Large",0,9,2018
"HBK",2018-09-17,"Dipteran","Large",0,9,2018
"HBK",2018-09-17,"Dipteran","Large",0,9,2018
"HBK",2018-09-17,"Dipteran","Large",1,9,2018
"HBK",2018-09-17,"Dipteran","Large",1,9,2018
"HBK",2018-09-17,"Dipteran","Large",0,9,2018
"HBK",2018-09-17,"Dipteran","Large",1,9,2018
"HBK",2018-09-17,"Dipteran","Large",1,9,2018
"HBK",2018-09-17,"Dipteran","Large",0,9,2018
"HBK",2018-09-17,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",3,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-10,"Dipteran","Large",0,9,2018
"HBK",2018-09-04,"Dipteran","Large",3,9,2018
"HBK",2018-09-04,"Dipteran","Large",1,9,2018
"HBK",2018-09-04,"Dipteran","Large",2,9,2018
"HBK",2018-09-04,"Dipteran","Large",0,9,2018
"HBK",2018-09-04,"Dipteran","Large",0,9,2018
"HBK",2018-09-04,"Dipteran","Large",2,9,2018
"HBK",2018-09-04,"Dipteran","Large",1,9,2018
"HBK",2018-09-04,"Dipteran","Large",0,9,2018
"HBK",2018-09-04,"Dipteran","Large",0,9,2018
"HBK",2018-09-04,"Dipteran","Large",0,9,2018
"HBK",2018-08-27,"Dipteran","Large",1,8,2018
"HBK",2018-08-27,"Dipteran","Large",0,8,2018
"HBK",2018-08-27,"Dipteran","Large",5,8,2018
"HBK",2018-08-27,"Dipteran","Large",4,8,2018
"HBK",2018-08-27,"Dipteran","Large",0,8,2018
"HBK",2018-08-27,"Dipteran","Large",0,8,2018
"HBK",2018-08-27,"Dipteran","Large",0,8,2018
"HBK",2018-08-27,"Dipteran","Large",2,8,2018
"HBK",2018-08-27,"Dipteran","Large",0,8,2018
"HBK",2018-08-27,"Dipteran","Large",2,8,2018
"HBK",2018-08-20,"Dipteran","Large",0,8,2018
"HBK",2018-08-20,"Dipteran","Large",1,8,2018
"HBK",2018-08-20,"Dipteran","Large",0,8,2018
"HBK",2018-08-20,"Dipteran","Large",0,8,2018
"HBK",2018-08-20,"Dipteran","Large",1,8,2018
"HBK",2018-08-20,"Dipteran","Large",1,8,2018
"HBK",2018-08-20,"Dipteran","Large",2,8,2018
"HBK",2018-08-20,"Dipteran","Large",1,8,2018
"HBK",2018-08-20,"Dipteran","Large",0,8,2018
"HBK",2018-08-20,"Dipteran","Large",0,8,2018
"HBK",2018-08-13,"Dipteran","Large",1,8,2018
"HBK",2018-08-13,"Dipteran","Large",0,8,2018
"HBK",2018-08-13,"Dipteran","Large",2,8,2018
"HBK",2018-08-13,"Dipteran","Large",0,8,2018
"HBK",2018-08-13,"Dipteran","Large",0,8,2018
"HBK",2018-08-13,"Dipteran","Large",1,8,2018
"HBK",2018-08-13,"Dipteran","Large",0,8,2018
"HBK",2018-08-13,"Dipteran","Large",0,8,2018
"HBK",2018-08-13,"Dipteran","Large",1,8,2018
"HBK",2018-08-13,"Dipteran","Large",0,8,2018
"HBK",2018-08-06,"Dipteran","Large",0,8,2018
"HBK",2018-08-06,"Dipteran","Large",2,8,2018
"HBK",2018-08-06,"Dipteran","Large",0,8,2018
"HBK",2018-08-06,"Dipteran","Large",0,8,2018
"HBK",2018-08-06,"Dipteran","Large",0,8,2018
"HBK",2018-08-06,"Dipteran","Large",1,8,2018
"HBK",2018-08-06,"Dipteran","Large",2,8,2018
"HBK",2018-08-06,"Dipteran","Large",0,8,2018
"HBK",2018-08-06,"Dipteran","Large",0,8,2018
"HBK",2018-08-06,"Dipteran","Large",0,8,2018
"HBK",2018-07-30,"Dipteran","Large",0,7,2018
"HBK",2018-07-30,"Dipteran","Large",0,7,2018
"HBK",2018-07-30,"Dipteran","Large",1,7,2018
"HBK",2018-07-30,"Dipteran","Large",1,7,2018
"HBK",2018-07-30,"Dipteran","Large",0,7,2018
"HBK",2018-07-30,"Dipteran","Large",1,7,2018
"HBK",2018-07-30,"Dipteran","Large",1,7,2018
"HBK",2018-07-30,"Dipteran","Large",0,7,2018
"HBK",2018-07-30,"Dipteran","Large",1,7,2018
"HBK",2018-07-30,"Dipteran","Large",0,7,2018
"HBK",2018-07-23,"Dipteran","Large",1,7,2018
"HBK",2018-07-23,"Dipteran","Large",2,7,2018
"HBK",2018-07-23,"Dipteran","Large",1,7,2018
"HBK",2018-07-23,"Dipteran","Large",5,7,2018
"HBK",2018-07-23,"Dipteran","Large",0,7,2018
"HBK",2018-07-23,"Dipteran","Large",0,7,2018
"HBK",2018-07-23,"Dipteran","Large",4,7,2018
"HBK",2018-07-23,"Dipteran","Large",3,7,2018
"HBK",2018-07-23,"Dipteran","Large",0,7,2018
"HBK",2018-07-23,"Dipteran","Large",0,7,2018
"HBK",2018-07-16,"Dipteran","Large",0,7,2018
"HBK",2018-07-16,"Dipteran","Large",1,7,2018
"HBK",2018-07-16,"Dipteran","Large",2,7,2018
"HBK",2018-07-16,"Dipteran","Large",2,7,2018
"HBK",2018-07-16,"Dipteran","Large",2,7,2018
"HBK",2018-07-16,"Dipteran","Large",1,7,2018
"HBK",2018-07-16,"Dipteran","Large",2,7,2018
"HBK",2018-07-16,"Dipteran","Large",0,7,2018
"HBK",2018-07-16,"Dipteran","Large",1,7,2018
"HBK",2018-07-16,"Dipteran","Large",1,7,2018
"HBK",2018-07-09,"Dipteran","Large",1,7,2018
"HBK",2018-07-09,"Dipteran","Large",1,7,2018
"HBK",2018-07-09,"Dipteran","Large",1,7,2018
"HBK",2018-07-09,"Dipteran","Large",1,7,2018
"HBK",2018-07-09,"Dipteran","Large",3,7,2018
"HBK",2018-07-09,"Dipteran","Large",4,7,2018
"HBK",2018-07-09,"Dipteran","Large",4,7,2018
"HBK",2018-07-09,"Dipteran","Large",2,7,2018
"HBK",2018-07-09,"Dipteran","Large",1,7,2018
"HBK",2018-07-09,"Dipteran","Large",1,7,2018
"1",2019-12-03,"Terrestrial","Large",0,12,2019
"1",2019-12-03,"Terrestrial","Large",0,12,2019
"1",2019-11-25,"Terrestrial","Large",0,11,2019
"1",2019-11-25,"Terrestrial","Large",0,11,2019
"1",2019-11-18,"Terrestrial","Large",0,11,2019
"1",2019-11-18,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-11,"Terrestrial","Large",0,11,2019
"1",2019-11-04,"Terrestrial","Large",1,11,2019
"1",2019-11-04,"Terrestrial","Large",2,11,2019
"1",2019-11-04,"Terrestrial","Large",0,11,2019
"1",2019-11-04,"Terrestrial","Large",1,11,2019
"1",2019-11-04,"Terrestrial","Large",0,11,2019
"1",2019-11-04,"Terrestrial","Large",0,11,2019
"1",2019-11-04,"Terrestrial","Large",0,11,2019
"1",2019-11-04,"Terrestrial","Large",0,11,2019
"1",2019-11-04,"Terrestrial","Large",0,11,2019
"1",2019-11-04,"Terrestrial","Large",0,11,2019
"1",2019-10-28,"Terrestrial","Large",1,10,2019
"1",2019-10-28,"Terrestrial","Large",0,10,2019
"1",2019-10-28,"Terrestrial","Large",0,10,2019
"1",2019-10-28,"Terrestrial","Large",6,10,2019
"1",2019-10-28,"Terrestrial","Large",1,10,2019
"1",2019-10-28,"Terrestrial","Large",1,10,2019
"1",2019-10-28,"Terrestrial","Large",0,10,2019
"1",2019-10-28,"Terrestrial","Large",0,10,2019
"1",2019-10-28,"Terrestrial","Large",1,10,2019
"1",2019-10-28,"Terrestrial","Large",0,10,2019
"1",2019-10-21,"Terrestrial","Large",0,10,2019
"1",2019-10-21,"Terrestrial","Large",1,10,2019
"1",2019-10-21,"Terrestrial","Large",1,10,2019
"1",2019-10-21,"Terrestrial","Large",0,10,2019
"1",2019-10-21,"Terrestrial","Large",0,10,2019
"1",2019-10-21,"Terrestrial","Large",0,10,2019
"1",2019-10-21,"Terrestrial","Large",2,10,2019
"1",2019-10-21,"Terrestrial","Large",0,10,2019
"1",2019-10-21,"Terrestrial","Large",0,10,2019
"1",2019-10-21,"Terrestrial","Large",1,10,2019
"1",2019-10-15,"Terrestrial","Large",0,10,2019
"1",2019-10-15,"Terrestrial","Large",0,10,2019
"1",2019-10-15,"Terrestrial","Large",0,10,2019
"1",2019-10-15,"Terrestrial","Large",1,10,2019
"1",2019-10-15,"Terrestrial","Large",3,10,2019
"1",2019-10-15,"Terrestrial","Large",0,10,2019
"1",2019-10-15,"Terrestrial","Large",0,10,2019
"1",2019-10-15,"Terrestrial","Large",1,10,2019
"1",2019-10-15,"Terrestrial","Large",2,10,2019
"1",2019-10-15,"Terrestrial","Large",2,10,2019
"1",2019-10-07,"Terrestrial","Large",1,10,2019
"1",2019-10-07,"Terrestrial","Large",0,10,2019
"1",2019-10-07,"Terrestrial","Large",2,10,2019
"1",2019-10-07,"Terrestrial","Large",1,10,2019
"1",2019-10-07,"Terrestrial","Large",0,10,2019
"1",2019-10-07,"Terrestrial","Large",2,10,2019
"1",2019-10-07,"Terrestrial","Large",3,10,2019
"1",2019-10-07,"Terrestrial","Large",1,10,2019
"1",2019-10-07,"Terrestrial","Large",0,10,2019
"1",2019-10-07,"Terrestrial","Large",0,10,2019
"1",2019-09-30,"Terrestrial","Large",0,9,2019
"1",2019-09-30,"Terrestrial","Large",0,9,2019
"1",2019-09-30,"Terrestrial","Large",0,9,2019
"1",2019-09-30,"Terrestrial","Large",0,9,2019
"1",2019-09-30,"Terrestrial","Large",0,9,2019
"1",2019-09-30,"Terrestrial","Large",0,9,2019
"1",2019-09-30,"Terrestrial","Large",0,9,2019
"1",2019-09-30,"Terrestrial","Large",1,9,2019
"1",2019-09-30,"Terrestrial","Large",0,9,2019
"1",2019-09-30,"Terrestrial","Large",1,9,2019
"1",2019-09-23,"Terrestrial","Large",1,9,2019
"1",2019-09-23,"Terrestrial","Large",0,9,2019
"1",2019-09-23,"Terrestrial","Large",2,9,2019
"1",2019-09-23,"Terrestrial","Large",2,9,2019
"1",2019-09-23,"Terrestrial","Large",0,9,2019
"1",2019-09-23,"Terrestrial","Large",1,9,2019
"1",2019-09-23,"Terrestrial","Large",0,9,2019
"1",2019-09-23,"Terrestrial","Large",0,9,2019
"1",2019-09-23,"Terrestrial","Large",2,9,2019
"1",2019-09-23,"Terrestrial","Large",1,9,2019
"1",2019-09-16,"Terrestrial","Large",0,9,2019
"1",2019-09-16,"Terrestrial","Large",1,9,2019
"1",2019-09-16,"Terrestrial","Large",0,9,2019
"1",2019-09-16,"Terrestrial","Large",1,9,2019
"1",2019-09-16,"Terrestrial","Large",1,9,2019
"1",2019-09-16,"Terrestrial","Large",0,9,2019
"1",2019-09-16,"Terrestrial","Large",1,9,2019
"1",2019-09-16,"Terrestrial","Large",0,9,2019
"1",2019-09-16,"Terrestrial","Large",0,9,2019
"1",2019-09-16,"Terrestrial","Large",0,9,2019
"1",2019-09-09,"Terrestrial","Large",1,9,2019
"1",2019-09-09,"Terrestrial","Large",0,9,2019
"1",2019-09-09,"Terrestrial","Large",1,9,2019
"1",2019-09-09,"Terrestrial","Large",0,9,2019
"1",2019-09-09,"Terrestrial","Large",0,9,2019
"1",2019-09-09,"Terrestrial","Large",1,9,2019
"1",2019-09-09,"Terrestrial","Large",0,9,2019
"1",2019-09-09,"Terrestrial","Large",1,9,2019
"1",2019-09-09,"Terrestrial","Large",1,9,2019
"1",2019-09-09,"Terrestrial","Large",0,9,2019
"1",2019-09-03,"Terrestrial","Large",2,9,2019
"1",2019-09-03,"Terrestrial","Large",4,9,2019
"1",2019-09-03,"Terrestrial","Large",2,9,2019
"1",2019-09-03,"Terrestrial","Large",4,9,2019
"1",2019-09-03,"Terrestrial","Large",3,9,2019
"1",2019-09-03,"Terrestrial","Large",4,9,2019
"1",2019-09-03,"Terrestrial","Large",4,9,2019
"1",2019-09-03,"Terrestrial","Large",1,9,2019
"1",2019-09-03,"Terrestrial","Large",0,9,2019
"1",2019-09-03,"Terrestrial","Large",0,9,2019
"1",2019-08-26,"Terrestrial","Large",2,8,2019
"1",2019-08-26,"Terrestrial","Large",2,8,2019
"1",2019-08-26,"Terrestrial","Large",4,8,2019
"1",2019-08-26,"Terrestrial","Large",3,8,2019
"1",2019-08-26,"Terrestrial","Large",5,8,2019
"1",2019-08-26,"Terrestrial","Large",1,8,2019
"1",2019-08-26,"Terrestrial","Large",2,8,2019
"1",2019-08-26,"Terrestrial","Large",4,8,2019
"1",2019-08-26,"Terrestrial","Large",7,8,2019
"1",2019-08-26,"Terrestrial","Large",4,8,2019
"1",2019-08-19,"Terrestrial","Large",3,8,2019
"1",2019-08-19,"Terrestrial","Large",2,8,2019
"1",2019-08-19,"Terrestrial","Large",3,8,2019
"1",2019-08-19,"Terrestrial","Large",4,8,2019
"1",2019-08-19,"Terrestrial","Large",9,8,2019
"1",2019-08-19,"Terrestrial","Large",0,8,2019
"1",2019-08-19,"Terrestrial","Large",5,8,2019
"1",2019-08-19,"Terrestrial","Large",14,8,2019
"1",2019-08-19,"Terrestrial","Large",3,8,2019
"1",2019-08-19,"Terrestrial","Large",4,8,2019
"1",2019-08-12,"Terrestrial","Large",1,8,2019
"1",2019-08-12,"Terrestrial","Large",17,8,2019
"1",2019-08-12,"Terrestrial","Large",3,8,2019
"1",2019-08-12,"Terrestrial","Large",5,8,2019
"1",2019-08-12,"Terrestrial","Large",2,8,2019
"1",2019-08-12,"Terrestrial","Large",4,8,2019
"1",2019-08-12,"Terrestrial","Large",8,8,2019
"1",2019-08-12,"Terrestrial","Large",2,8,2019
"1",2019-08-12,"Terrestrial","Large",3,8,2019
"1",2019-08-12,"Terrestrial","Large",2,8,2019
"1",2019-08-05,"Terrestrial","Large",1,8,2019
"1",2019-08-05,"Terrestrial","Large",5,8,2019
"1",2019-08-05,"Terrestrial","Large",0,8,2019
"1",2019-08-05,"Terrestrial","Large",4,8,2019
"1",2019-08-05,"Terrestrial","Large",3,8,2019
"1",2019-08-05,"Terrestrial","Large",2,8,2019
"1",2019-08-05,"Terrestrial","Large",2,8,2019
"1",2019-08-05,"Terrestrial","Large",1,8,2019
"1",2019-08-05,"Terrestrial","Large",0,8,2019
"1",2019-08-05,"Terrestrial","Large",16,8,2019
"1",2019-07-29,"Terrestrial","Large",0,7,2019
"1",2019-07-29,"Terrestrial","Large",0,7,2019
"1",2019-07-29,"Terrestrial","Large",1,7,2019
"1",2019-07-29,"Terrestrial","Large",0,7,2019
"1",2019-07-29,"Terrestrial","Large",2,7,2019
"1",2019-07-29,"Terrestrial","Large",1,7,2019
"1",2019-07-29,"Terrestrial","Large",0,7,2019
"1",2019-07-29,"Terrestrial","Large",0,7,2019
"1",2019-07-29,"Terrestrial","Large",0,7,2019
"1",2019-07-29,"Terrestrial","Large",7,7,2019
"1",2019-07-22,"Terrestrial","Large",4,7,2019
"1",2019-07-22,"Terrestrial","Large",1,7,2019
"1",2019-07-22,"Terrestrial","Large",1,7,2019
"1",2019-07-22,"Terrestrial","Large",0,7,2019
"1",2019-07-22,"Terrestrial","Large",1,7,2019
"1",2019-07-22,"Terrestrial","Large",0,7,2019
"1",2019-07-22,"Terrestrial","Large",0,7,2019
"1",2019-07-22,"Terrestrial","Large",1,7,2019
"1",2019-07-22,"Terrestrial","Large",0,7,2019
"1",2019-07-22,"Terrestrial","Large",0,7,2019
"1",2019-07-15,"Terrestrial","Large",0,7,2019
"1",2019-07-15,"Terrestrial","Large",2,7,2019
"1",2019-07-15,"Terrestrial","Large",3,7,2019
"1",2019-07-15,"Terrestrial","Large",0,7,2019
"1",2019-07-15,"Terrestrial","Large",1,7,2019
"1",2019-07-15,"Terrestrial","Large",0,7,2019
"1",2019-07-15,"Terrestrial","Large",1,7,2019
"1",2019-07-15,"Terrestrial","Large",1,7,2019
"1",2019-07-15,"Terrestrial","Large",0,7,2019
"1",2019-07-15,"Terrestrial","Large",1,7,2019
"1",2019-07-08,"Terrestrial","Large",1,7,2019
"1",2019-07-08,"Terrestrial","Large",0,7,2019
"1",2019-07-08,"Terrestrial","Large",0,7,2019
"1",2019-07-08,"Terrestrial","Large",0,7,2019
"1",2019-07-08,"Terrestrial","Large",1,7,2019
"1",2019-07-08,"Terrestrial","Large",2,7,2019
"1",2019-07-08,"Terrestrial","Large",2,7,2019
"1",2019-07-08,"Terrestrial","Large",1,7,2019
"1",2019-07-08,"Terrestrial","Large",2,7,2019
"1",2019-07-08,"Terrestrial","Large",2,7,2019
"1",2019-07-01,"Terrestrial","Large",0,7,2019
"1",2019-07-01,"Terrestrial","Large",2,7,2019
"1",2019-07-01,"Terrestrial","Large",0,7,2019
"1",2019-07-01,"Terrestrial","Large",0,7,2019
"1",2019-07-01,"Terrestrial","Large",1,7,2019
"1",2019-07-01,"Terrestrial","Large",1,7,2019
"1",2019-07-01,"Terrestrial","Large",4,7,2019
"1",2019-07-01,"Terrestrial","Large",5,7,2019
"1",2019-07-01,"Terrestrial","Large",2,7,2019
"1",2019-07-01,"Terrestrial","Large",0,7,2019
"1",2019-06-24,"Terrestrial","Large",2,6,2019
"1",2019-06-24,"Terrestrial","Large",2,6,2019
"1",2019-06-24,"Terrestrial","Large",0,6,2019
"1",2019-06-24,"Terrestrial","Large",1,6,2019
"1",2019-06-24,"Terrestrial","Large",1,6,2019
"1",2019-06-24,"Terrestrial","Large",0,6,2019
"1",2019-06-24,"Terrestrial","Large",3,6,2019
"1",2019-06-24,"Terrestrial","Large",2,6,2019
"1",2019-06-24,"Terrestrial","Large",0,6,2019
"1",2019-06-24,"Terrestrial","Large",0,6,2019
"1",2019-06-17,"Terrestrial","Large",0,6,2019
"1",2019-06-17,"Terrestrial","Large",0,6,2019
"1",2019-06-17,"Terrestrial","Large",0,6,2019
"1",2019-06-17,"Terrestrial","Large",0,6,2019
"1",2019-06-17,"Terrestrial","Large",0,6,2019
"1",2019-06-17,"Terrestrial","Large",0,6,2019
"1",2019-06-17,"Terrestrial","Large",0,6,2019
"1",2019-06-17,"Terrestrial","Large",1,6,2019
"1",2019-06-17,"Terrestrial","Large",2,6,2019
"1",2019-06-17,"Terrestrial","Large",0,6,2019
"1",2019-06-10,"Terrestrial","Large",4,6,2019
"1",2019-06-10,"Terrestrial","Large",5,6,2019
"1",2019-06-10,"Terrestrial","Large",0,6,2019
"1",2019-06-10,"Terrestrial","Large",0,6,2019
"1",2019-06-10,"Terrestrial","Large",1,6,2019
"1",2019-06-10,"Terrestrial","Large",0,6,2019
"1",2019-06-10,"Terrestrial","Large",2,6,2019
"1",2019-06-10,"Terrestrial","Large",0,6,2019
"1",2019-06-10,"Terrestrial","Large",0,6,2019
"1",2019-06-10,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",0,6,2019
"1",2019-06-02,"Terrestrial","Large",1,6,2019
"1",2019-06-02,"Terrestrial","Large",1,6,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-28,"Terrestrial","Large",3,5,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-28,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-20,"Terrestrial","Large",0,5,2019
"1",2019-05-13,"Terrestrial","Large",0,5,2019
"1",2019-05-13,"Terrestrial","Large",0,5,2019
"1",2019-05-13,"Terrestrial","Large",0,5,2019
"1",2019-05-13,"Terrestrial","Large",0,5,2019
"1",2019-05-13,"Terrestrial","Large",1,5,2019
"1",2019-05-13,"Terrestrial","Large",0,5,2019
"1",2019-05-13,"Terrestrial","Large",0,5,2019
"1",2019-05-13,"Terrestrial","Large",0,5,2019
"1",2019-05-13,"Terrestrial","Large",1,5,2019
"1",2019-05-13,"Terrestrial","Large",0,5,2019
"1",2019-05-06,"Terrestrial","Large",1,5,2019
"1",2019-05-06,"Terrestrial","Large",0,5,2019
"1",2019-05-06,"Terrestrial","Large",0,5,2019
"1",2019-05-06,"Terrestrial","Large",1,5,2019
"1",2019-05-06,"Terrestrial","Large",2,5,2019
"1",2019-05-06,"Terrestrial","Large",0,5,2019
"1",2019-05-06,"Terrestrial","Large",0,5,2019
"1",2019-05-06,"Terrestrial","Large",0,5,2019
"1",2019-05-06,"Terrestrial","Large",0,5,2019
"1",2019-05-06,"Terrestrial","Large",0,5,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-29,"Terrestrial","Large",0,4,2019
"1",2019-04-22,"Terrestrial","Large",2,4,2019
"1",2019-04-22,"Terrestrial","Large",0,4,2019
"1",2019-04-15,"Terrestrial","Large",0,4,2019
"1",2019-04-15,"Terrestrial","Large",0,4,2019
"1",2019-04-08,"Terrestrial","Large",0,4,2019
"1",2019-04-08,"Terrestrial","Large",0,4,2019
"1",2019-04-01,"Terrestrial","Large",3,4,2019
"1",2019-04-01,"Terrestrial","Large",0,4,2019
"1",2020-10-22,"Terrestrial","Large",1,10,2020
"1",2020-10-22,"Terrestrial","Large",1,10,2020
"1",2020-10-22,"Terrestrial","Large",0,10,2020
"1",2020-10-22,"Terrestrial","Large",2,10,2020
"1",2020-10-22,"Terrestrial","Large",0,10,2020
"1",2020-10-22,"Terrestrial","Large",4,10,2020
"1",2020-10-22,"Terrestrial","Large",6,10,2020
"1",2020-10-22,"Terrestrial","Large",0,10,2020
"1",2020-10-22,"Terrestrial","Large",0,10,2020
"1",2020-10-22,"Terrestrial","Large",2,10,2020
"1",2018-10-15,"Terrestrial","Large",1,10,2018
"1",2018-10-15,"Terrestrial","Large",0,10,2018
"1",2018-10-15,"Terrestrial","Large",3,10,2018
"1",2018-10-15,"Terrestrial","Large",2,10,2018
"1",2018-10-15,"Terrestrial","Large",2,10,2018
"1",2018-10-15,"Terrestrial","Large",0,10,2018
"1",2018-10-15,"Terrestrial","Large",2,10,2018
"1",2018-10-15,"Terrestrial","Large",1,10,2018
"1",2018-10-15,"Terrestrial","Large",3,10,2018
"1",2018-10-15,"Terrestrial","Large",1,10,2018
"1",2018-10-08,"Terrestrial","Large",0,10,2018
"1",2020-10-08,"Terrestrial","Large",1,10,2020
"1",2020-10-08,"Terrestrial","Large",0,10,2020
"1",2020-10-08,"Terrestrial","Large",4,10,2020
"1",2020-10-08,"Terrestrial","Large",0,10,2020
"1",2020-10-08,"Terrestrial","Large",4,10,2020
"1",2020-10-08,"Terrestrial","Large",3,10,2020
"1",2020-10-08,"Terrestrial","Large",1,10,2020
"1",2020-10-08,"Terrestrial","Large",1,10,2020
"1",2020-10-08,"Terrestrial","Large",0,10,2020
"1",2018-10-01,"Terrestrial","Large",7,10,2018
"1",2018-10-01,"Terrestrial","Large",2,10,2018
"1",2018-10-01,"Terrestrial","Large",0,10,2018
"1",2018-10-01,"Terrestrial","Large",1,10,2018
"1",2018-10-01,"Terrestrial","Large",4,10,2018
"1",2018-10-01,"Terrestrial","Large",2,10,2018
"1",2018-10-01,"Terrestrial","Large",1,10,2018
"1",2018-10-01,"Terrestrial","Large",0,10,2018
"1",2018-10-01,"Terrestrial","Large",0,10,2018
"1",2018-10-01,"Terrestrial","Large",0,10,2018
"1",2018-09-24,"Terrestrial","Large",3,9,2018
"1",2018-09-24,"Terrestrial","Large",0,9,2018
"1",2018-09-24,"Terrestrial","Large",1,9,2018
"1",2018-09-24,"Terrestrial","Large",0,9,2018
"1",2018-09-24,"Terrestrial","Large",0,9,2018
"1",2018-09-24,"Terrestrial","Large",1,9,2018
"1",2018-09-24,"Terrestrial","Large",0,9,2018
"1",2018-09-24,"Terrestrial","Large",0,9,2018
"1",2018-09-24,"Terrestrial","Large",1,9,2018
"1",2018-09-24,"Terrestrial","Large",0,9,2018
"1",2018-09-17,"Terrestrial","Large",0,9,2018
"1",2018-09-17,"Terrestrial","Large",0,9,2018
"1",2018-09-17,"Terrestrial","Large",4,9,2018
"1",2018-09-17,"Terrestrial","Large",0,9,2018
"1",2018-09-17,"Terrestrial","Large",0,9,2018
"1",2018-09-17,"Terrestrial","Large",1,9,2018
"1",2018-09-17,"Terrestrial","Large",0,9,2018
"1",2018-09-17,"Terrestrial","Large",0,9,2018
"1",2018-09-17,"Terrestrial","Large",0,9,2018
"1",2018-09-17,"Terrestrial","Large",2,9,2018
"1",2018-09-10,"Terrestrial","Large",2,9,2018
"1",2018-09-10,"Terrestrial","Large",1,9,2018
"1",2018-09-10,"Terrestrial","Large",1,9,2018
"1",2018-09-10,"Terrestrial","Large",0,9,2018
"1",2018-09-10,"Terrestrial","Large",0,9,2018
