Watershed,date,invert,size,count_zero,month,year,,,
4,9/10/2018,Terrestrial,Large,0,9,2018,,,
4,9/10/2018,Terrestrial,Large,0,9,2018,,,
4,9/10/2018,Terrestrial,Large,2,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
6,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
9,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,1,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Large,0,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
2,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,1,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
4,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,1,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
6,9/10/2018,Caddisfly,Large,NA,9,2018,,,
9,9/10/2018,Caddisfly,Large,1,9,2018,,,
9,9/10/2018,Caddisfly,Large,NA,9,2018,,,
9,9/10/2018,Caddisfly,Large,1,9,2018,,,
9,9/10/2018,Caddisfly,Large,NA,9,2018,,,
9,9/10/2018,Caddisfly,Large,1,9,2018,,,
9,9/10/2018,Caddisfly,Large,NA,9,2018,,,
9,9/10/2018,Caddisfly,Large,1,9,2018,,,
9,9/10/2018,Caddisfly,Large,NA,9,2018,,,
9,9/10/2018,Caddisfly,Large,NA,9,2018,,,
9,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
HBK,9/10/2018,Caddisfly,Large,NA,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
2,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
4,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
6,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
9,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
HBK,9/10/2018,Mayfly,Large,0,9,2018,,,
1,9/10/2018,Stonefly,Large,NA,9,2018,,,
1,9/10/2018,Stonefly,Large,NA,9,2018,,,
1,9/10/2018,Stonefly,Large,NA,9,2018,,,
1,9/10/2018,Stonefly,Large,NA,9,2018,,,
1,9/10/2018,Stonefly,Large,1,9,2018,,,
1,9/10/2018,Stonefly,Large,NA,9,2018,,,
1,9/10/2018,Stonefly,Large,NA,9,2018,,,
1,9/10/2018,Stonefly,Large,1,9,2018,,,
1,9/10/2018,Stonefly,Large,NA,9,2018,,,
1,9/10/2018,Stonefly,Large,NA,9,2018,,,
2,9/10/2018,Stonefly,Large,NA,9,2018,,,
2,9/10/2018,Stonefly,Large,NA,9,2018,,,
2,9/10/2018,Stonefly,Large,NA,9,2018,,,
2,9/10/2018,Stonefly,Large,NA,9,2018,,,
2,9/10/2018,Stonefly,Large,1,9,2018,,,
2,9/10/2018,Stonefly,Large,NA,9,2018,,,
2,9/10/2018,Stonefly,Large,NA,9,2018,,,
2,9/10/2018,Stonefly,Large,1,9,2018,,,
2,9/10/2018,Stonefly,Large,NA,9,2018,,,
2,9/10/2018,Stonefly,Large,NA,9,2018,,,
4,9/10/2018,Stonefly,Large,NA,9,2018,,,
4,9/10/2018,Stonefly,Large,2,9,2018,,,
4,9/10/2018,Stonefly,Large,NA,9,2018,,,
4,9/10/2018,Stonefly,Large,NA,9,2018,,,
4,9/10/2018,Stonefly,Large,NA,9,2018,,,
4,9/10/2018,Stonefly,Large,NA,9,2018,,,
4,9/10/2018,Stonefly,Large,NA,9,2018,,,
4,9/10/2018,Stonefly,Large,NA,9,2018,,,
4,9/10/2018,Stonefly,Large,1,9,2018,,,
4,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,1,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
6,9/10/2018,Stonefly,Large,NA,9,2018,,,
9,9/10/2018,Stonefly,Large,NA,9,2018,,,
9,9/10/2018,Stonefly,Large,NA,9,2018,,,
9,9/10/2018,Stonefly,Large,1,9,2018,,,
9,9/10/2018,Stonefly,Large,NA,9,2018,,,
9,9/10/2018,Stonefly,Large,3,9,2018,,,
9,9/10/2018,Stonefly,Large,NA,9,2018,,,
9,9/10/2018,Stonefly,Large,1,9,2018,,,
9,9/10/2018,Stonefly,Large,9,9,2018,,,
9,9/10/2018,Stonefly,Large,4,9,2018,,,
9,9/10/2018,Stonefly,Large,3,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
HBK,9/10/2018,Stonefly,Large,1,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
HBK,9/10/2018,Stonefly,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,2,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
2,9/10/2018,Other,Large,NA,9,2018,,,
4,9/10/2018,Other,Large,2,9,2018,,,
4,9/10/2018,Other,Large,NA,9,2018,,,
4,9/10/2018,Other,Large,1,9,2018,,,
4,9/10/2018,Other,Large,3,9,2018,,,
4,9/10/2018,Other,Large,NA,9,2018,,,
4,9/10/2018,Other,Large,1,9,2018,,,
4,9/10/2018,Other,Large,NA,9,2018,,,
4,9/10/2018,Other,Large,1,9,2018,,,
4,9/10/2018,Other,Large,NA,9,2018,,,
4,9/10/2018,Other,Large,2,9,2018,,,
6,9/10/2018,Other,Large,NA,9,2018,,,
6,9/10/2018,Other,Large,NA,9,2018,,,
6,9/10/2018,Other,Large,2,9,2018,,,
6,9/10/2018,Other,Large,1,9,2018,,,
6,9/10/2018,Other,Large,1,9,2018,,,
6,9/10/2018,Other,Large,NA,9,2018,,,
6,9/10/2018,Other,Large,NA,9,2018,,,
6,9/10/2018,Other,Large,2,9,2018,,,
6,9/10/2018,Other,Large,NA,9,2018,,,
6,9/10/2018,Other,Large,1,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
9,9/10/2018,Other,Large,1,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
9,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,1,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
HBK,9/10/2018,Other,Large,NA,9,2018,,,
1,9/10/2018,Dipteran,Small,0,9,2018,,,
1,9/10/2018,Dipteran,Small,2,9,2018,,,
1,9/10/2018,Dipteran,Small,0,9,2018,,,
1,9/10/2018,Dipteran,Small,0,9,2018,,,
1,9/10/2018,Dipteran,Small,3,9,2018,,,
1,9/10/2018,Dipteran,Small,0,9,2018,,,
1,9/10/2018,Dipteran,Small,4,9,2018,,,
1,9/10/2018,Dipteran,Small,0,9,2018,,,
1,9/10/2018,Dipteran,Small,0,9,2018,,,
1,9/10/2018,Dipteran,Small,1,9,2018,,,
2,9/10/2018,Dipteran,Small,4,9,2018,,,
2,9/10/2018,Dipteran,Small,3,9,2018,,,
2,9/10/2018,Dipteran,Small,9,9,2018,,,
2,9/10/2018,Dipteran,Small,2,9,2018,,,
2,9/10/2018,Dipteran,Small,0,9,2018,,,
2,9/10/2018,Dipteran,Small,7,9,2018,,,
2,9/10/2018,Dipteran,Small,14,9,2018,,,
2,9/10/2018,Dipteran,Small,6,9,2018,,,
2,9/10/2018,Dipteran,Small,6,9,2018,,,
2,9/10/2018,Dipteran,Small,4,9,2018,,,
4,9/10/2018,Dipteran,Small,14,9,2018,,,
4,9/10/2018,Dipteran,Small,18,9,2018,,,
4,9/10/2018,Dipteran,Small,13,9,2018,,,
4,9/10/2018,Dipteran,Small,22,9,2018,,,
4,9/10/2018,Dipteran,Small,16,9,2018,,,
4,9/10/2018,Dipteran,Small,11,9,2018,,,
4,9/10/2018,Dipteran,Small,24,9,2018,,,
4,9/10/2018,Dipteran,Small,9,9,2018,,,
4,9/10/2018,Dipteran,Small,39,9,2018,,,
4,9/10/2018,Dipteran,Small,16,9,2018,,,
6,9/10/2018,Dipteran,Small,6,9,2018,,,
6,9/10/2018,Dipteran,Small,5,9,2018,,,
6,9/10/2018,Dipteran,Small,2,9,2018,,,
6,9/10/2018,Dipteran,Small,2,9,2018,,,
6,9/10/2018,Dipteran,Small,2,9,2018,,,
6,9/10/2018,Dipteran,Small,8,9,2018,,,
6,9/10/2018,Dipteran,Small,4,9,2018,,,
6,9/10/2018,Dipteran,Small,6,9,2018,,,
6,9/10/2018,Dipteran,Small,5,9,2018,,,
6,9/10/2018,Dipteran,Small,5,9,2018,,,
9,9/10/2018,Dipteran,Small,2,9,2018,,,
9,9/10/2018,Dipteran,Small,9,9,2018,,,
9,9/10/2018,Dipteran,Small,0,9,2018,,,
9,9/10/2018,Dipteran,Small,4,9,2018,,,
9,9/10/2018,Dipteran,Small,10,9,2018,,,
9,9/10/2018,Dipteran,Small,12,9,2018,,,
9,9/10/2018,Dipteran,Small,5,9,2018,,,
9,9/10/2018,Dipteran,Small,5,9,2018,,,
9,9/10/2018,Dipteran,Small,3,9,2018,,,
9,9/10/2018,Dipteran,Small,1,9,2018,,,
HBK,9/10/2018,Dipteran,Small,29,9,2018,,,
HBK,9/10/2018,Dipteran,Small,30,9,2018,,,
HBK,9/10/2018,Dipteran,Small,18,9,2018,,,
HBK,9/10/2018,Dipteran,Small,12,9,2018,,,
HBK,9/10/2018,Dipteran,Small,6,9,2018,,,
HBK,9/10/2018,Dipteran,Small,11,9,2018,,,
HBK,9/10/2018,Dipteran,Small,1,9,2018,,,
HBK,9/10/2018,Dipteran,Small,10,9,2018,,,
HBK,9/10/2018,Dipteran,Small,6,9,2018,,,
HBK,9/10/2018,Dipteran,Small,6,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Terrestrial,Small,1,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Terrestrial,Small,0,9,2018,,,
2,9/10/2018,Terrestrial,Small,0,9,2018,,,
2,9/10/2018,Terrestrial,Small,1,9,2018,,,
2,9/10/2018,Terrestrial,Small,0,9,2018,,,
2,9/10/2018,Terrestrial,Small,0,9,2018,,,
2,9/10/2018,Terrestrial,Small,0,9,2018,,,
2,9/10/2018,Terrestrial,Small,0,9,2018,,,
2,9/10/2018,Terrestrial,Small,1,9,2018,,,
2,9/10/2018,Terrestrial,Small,2,9,2018,,,
2,9/10/2018,Terrestrial,Small,1,9,2018,,,
2,9/10/2018,Terrestrial,Small,2,9,2018,,,
4,9/10/2018,Terrestrial,Small,0,9,2018,,,
4,9/10/2018,Terrestrial,Small,0,9,2018,,,
4,9/10/2018,Terrestrial,Small,1,9,2018,,,
4,9/10/2018,Terrestrial,Small,0,9,2018,,,
4,9/10/2018,Terrestrial,Small,0,9,2018,,,
4,9/10/2018,Terrestrial,Small,1,9,2018,,,
4,9/10/2018,Terrestrial,Small,0,9,2018,,,
4,9/10/2018,Terrestrial,Small,0,9,2018,,,
4,9/10/2018,Terrestrial,Small,2,9,2018,,,
4,9/10/2018,Terrestrial,Small,3,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
6,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
9,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
HBK,9/10/2018,Terrestrial,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Other,Small,0,9,2018,,,
2,9/10/2018,Other,Small,9,9,2018,,,
2,9/10/2018,Other,Small,0,9,2018,,,
2,9/10/2018,Other,Small,5,9,2018,,,
2,9/10/2018,Other,Small,0,9,2018,,,
2,9/10/2018,Other,Small,0,9,2018,,,
2,9/10/2018,Other,Small,3,9,2018,,,
2,9/10/2018,Other,Small,0,9,2018,,,
2,9/10/2018,Other,Small,0,9,2018,,,
2,9/10/2018,Other,Small,6,9,2018,,,
2,9/10/2018,Other,Small,7,9,2018,,,
4,9/10/2018,Other,Small,9,9,2018,,,
4,9/10/2018,Other,Small,18,9,2018,,,
4,9/10/2018,Other,Small,20,9,2018,,,
4,9/10/2018,Other,Small,23,9,2018,,,
4,9/10/2018,Other,Small,5,9,2018,,,
4,9/10/2018,Other,Small,10,9,2018,,,
4,9/10/2018,Other,Small,8,9,2018,,,
4,9/10/2018,Other,Small,5,9,2018,,,
4,9/10/2018,Other,Small,13,9,2018,,,
4,9/10/2018,Other,Small,6,9,2018,,,
6,9/10/2018,Other,Small,1,9,2018,,,
6,9/10/2018,Other,Small,1,9,2018,,,
6,9/10/2018,Other,Small,0,9,2018,,,
6,9/10/2018,Other,Small,0,9,2018,,,
6,9/10/2018,Other,Small,0,9,2018,,,
6,9/10/2018,Other,Small,2,9,2018,,,
6,9/10/2018,Other,Small,1,9,2018,,,
6,9/10/2018,Other,Small,2,9,2018,,,
6,9/10/2018,Other,Small,1,9,2018,,,
6,9/10/2018,Other,Small,1,9,2018,,,
9,9/10/2018,Other,Small,1,9,2018,,,
9,9/10/2018,Other,Small,2,9,2018,,,
9,9/10/2018,Other,Small,3,9,2018,,,
9,9/10/2018,Other,Small,0,9,2018,,,
9,9/10/2018,Other,Small,1,9,2018,,,
9,9/10/2018,Other,Small,2,9,2018,,,
9,9/10/2018,Other,Small,2,9,2018,,,
9,9/10/2018,Other,Small,0,9,2018,,,
9,9/10/2018,Other,Small,3,9,2018,,,
9,9/10/2018,Other,Small,0,9,2018,,,
HBK,9/10/2018,Other,Small,1,9,2018,,,
HBK,9/10/2018,Other,Small,1,9,2018,,,
HBK,9/10/2018,Other,Small,0,9,2018,,,
HBK,9/10/2018,Other,Small,0,9,2018,,,
HBK,9/10/2018,Other,Small,0,9,2018,,,
HBK,9/10/2018,Other,Small,1,9,2018,,,
HBK,9/10/2018,Other,Small,0,9,2018,,,
HBK,9/10/2018,Other,Small,2,9,2018,,,
HBK,9/10/2018,Other,Small,0,9,2018,,,
HBK,9/10/2018,Other,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
1,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
2,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
4,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
6,9/10/2018,Caddisfly,Small,0,9,2018,,,
9,9/10/2018,Caddisfly,Small,0,9,2018,,,
