"Watershed","date","invert","Sample","size","count_zero","month","year"
"6",2018-10-01,"Caddisfly","5","Large",1,10,2018
"6",2018-10-01,"Caddisfly","6","Large",1,10,2018
"6",2018-10-01,"Caddisfly","7","Large",1,10,2018
"6",2018-10-01,"Caddisfly","8","Large",1,10,2018
"6",2018-10-01,"Caddisfly","9","Large",1,10,2018
"6",2018-10-01,"Caddisfly","10","Large",1,10,2018
"6",2018-10-08,"Caddisfly","1","Large",1,10,2018
"6",2018-10-08,"Caddisfly","2","Large",1,10,2018
"6",2018-10-08,"Caddisfly","3","Large",1,10,2018
"6",2018-10-08,"Caddisfly","4","Large",1,10,2018
"6",2018-10-08,"Caddisfly","5","Large",1,10,2018
"6",2018-10-08,"Caddisfly","6","Large",1,10,2018
"6",2018-10-08,"Caddisfly","7","Large",1,10,2018
"6",2018-10-08,"Caddisfly","8","Large",1,10,2018
"6",2018-10-08,"Caddisfly","9","Large",1,10,2018
"6",2018-10-08,"Caddisfly","10","Large",1,10,2018
"6",2018-10-15,"Caddisfly","1","Large",1,10,2018
"6",2018-10-15,"Caddisfly","2","Large",1,10,2018
"6",2018-10-15,"Caddisfly","3","Large",1,10,2018
"6",2018-10-15,"Caddisfly","4","Large",1,10,2018
"6",2018-10-15,"Caddisfly","5","Large",1,10,2018
"6",2018-10-15,"Caddisfly","6","Large",1,10,2018
"6",2018-10-15,"Caddisfly","7","Large",1,10,2018
"6",2018-10-15,"Caddisfly","8","Large",1,10,2018
"6",2018-10-15,"Caddisfly","9","Large",1,10,2018
"6",2018-10-15,"Caddisfly","10","Large",1,10,2018
"6",2018-10-22,"Caddisfly","1","Large",1,10,2018
"6",2018-10-22,"Caddisfly","2","Large",1,10,2018
"6",2018-10-22,"Caddisfly","3","Large",1,10,2018
"6",2018-10-22,"Caddisfly","4","Large",1,10,2018
"6",2018-10-22,"Caddisfly","5","Large",1,10,2018
"6",2018-10-22,"Caddisfly","6","Large",1,10,2018
"6",2018-10-22,"Caddisfly","7","Large",1,10,2018
"6",2018-10-22,"Caddisfly","8","Large",1,10,2018
"6",2018-10-22,"Caddisfly","9","Large",1,10,2018
"6",2018-10-22,"Caddisfly","10","Large",1,10,2018
"6",2018-10-29,"Caddisfly","1","Large",1,10,2018
"6",2018-10-29,"Caddisfly","2","Large",1,10,2018
"6",2018-10-29,"Caddisfly","3","Large",1,10,2018
"6",2018-10-29,"Caddisfly","4","Large",1,10,2018
"6",2018-10-29,"Caddisfly","5","Large",1,10,2018
"6",2018-10-29,"Caddisfly","6","Large",1,10,2018
"6",2018-10-29,"Caddisfly","7","Large",1,10,2018
"6",2018-10-29,"Caddisfly","8","Large",1,10,2018
"6",2018-10-29,"Caddisfly","9","Large",1,10,2018
"6",2018-10-29,"Caddisfly","10","Large",1,10,2018
"6",2018-11-05,"Caddisfly","1","Large",1,11,2018
"6",2018-11-05,"Caddisfly","2","Large",1,11,2018
"6",2018-11-05,"Caddisfly","3","Large",1,11,2018
"6",2018-11-05,"Caddisfly","4","Large",1,11,2018
"6",2018-11-05,"Caddisfly","5","Large",1,11,2018
"6",2018-11-05,"Caddisfly","6","Large",1,11,2018
"6",2018-11-05,"Caddisfly","7","Large",1,11,2018
"6",2018-11-05,"Caddisfly","8","Large",1,11,2018
"6",2018-11-05,"Caddisfly","9","Large",1,11,2018
"6",2018-11-05,"Caddisfly","10","Large",1,11,2018
"6",2018-11-12,"Caddisfly","1","Large",1,11,2018
"6",2018-11-12,"Caddisfly","2","Large",1,11,2018
"6",2018-11-12,"Caddisfly","3","Large",1,11,2018
"6",2018-11-12,"Caddisfly","4","Large",1,11,2018
"6",2018-11-12,"Caddisfly","5","Large",1,11,2018
"6",2018-11-12,"Caddisfly","6","Large",1,11,2018
"6",2018-11-12,"Caddisfly","7","Large",1,11,2018
"6",2018-11-12,"Caddisfly","8","Large",1,11,2018
"6",2018-11-12,"Caddisfly","9","Large",1,11,2018
"6",2018-11-12,"Caddisfly","10","Large",1,11,2018
"6",2019-06-17,"Caddisfly","ST190466","Large",3,6,2019
"6",2019-06-17,"Caddisfly","ST190466","Large",3,6,2019
"6",2019-06-17,"Caddisfly","ST190467","Large",1,6,2019
"6",2019-06-17,"Caddisfly","ST190467","Large",1,6,2019
"6",2019-06-17,"Caddisfly","ST190468","Large",1,6,2019
"6",2019-06-17,"Caddisfly","ST190468","Large",1,6,2019
"6",2019-06-17,"Caddisfly","ST190469","Large",1,6,2019
"6",2019-06-17,"Caddisfly","ST190469","Large",3,6,2019
"6",2019-06-17,"Caddisfly","ST190470","Large",1,6,2019
"6",2019-06-17,"Caddisfly","ST190470","Large",1,6,2019
"6",2019-06-24,"Caddisfly","ST190506","Large",3,6,2019
"6",2019-06-24,"Caddisfly","ST190506","Large",1,6,2019
"6",2019-06-24,"Caddisfly","ST190507","Large",1,6,2019
"6",2019-06-24,"Caddisfly","ST190507","Large",3,6,2019
"6",2019-06-24,"Caddisfly","ST190508","Large",1,6,2019
"6",2019-06-24,"Caddisfly","ST190508","Large",1,6,2019
"6",2019-06-24,"Caddisfly","ST190509","Large",1,6,2019
"6",2019-06-24,"Caddisfly","ST190509","Large",1,6,2019
"6",2019-06-24,"Caddisfly","ST190510","Large",1,6,2019
"6",2019-06-24,"Caddisfly","ST190510","Large",1,6,2019
"6",2019-07-01,"Caddisfly","ST190546","Large",5,7,2019
"6",2019-07-01,"Caddisfly","ST190546","Large",1,7,2019
"6",2019-07-01,"Caddisfly","ST190547","Large",1,7,2019
"6",2019-07-01,"Caddisfly","ST190547","Large",1,7,2019
"6",2019-07-01,"Caddisfly","ST190548","Large",1,7,2019
"6",2019-07-01,"Caddisfly","ST190548","Large",1,7,2019
"6",2019-07-01,"Caddisfly","ST190549","Large",1,7,2019
"6",2019-07-01,"Caddisfly","ST190549","Large",1,7,2019
"6",2019-07-01,"Caddisfly","ST190550","Large",1,7,2019
"6",2019-07-01,"Caddisfly","ST190550","Large",1,7,2019
"6",2019-07-08,"Caddisfly","ST190586","Large",3,7,2019
"6",2019-07-08,"Caddisfly","ST190586","Large",4,7,2019
"6",2019-07-08,"Caddisfly","ST190587","Large",1,7,2019
"6",2019-07-08,"Caddisfly","ST190587","Large",5,7,2019
"6",2019-07-08,"Caddisfly","ST190588","Large",7,7,2019
"6",2019-07-08,"Caddisfly","ST190588","Large",6,7,2019
"6",2019-07-08,"Caddisfly","ST190589","Large",3,7,2019
"6",2019-07-08,"Caddisfly","ST190589","Large",1,7,2019
"6",2019-07-08,"Caddisfly","ST190590","Large",1,7,2019
"6",2019-07-08,"Caddisfly","ST190590","Large",1,7,2019
"6",2019-07-15,"Caddisfly","ST190626","Large",1,7,2019
"6",2019-07-15,"Caddisfly","ST190626","Large",1,7,2019
"6",2019-07-15,"Caddisfly","ST190627","Large",6,7,2019
"6",2019-07-15,"Caddisfly","ST190627","Large",3,7,2019
"6",2019-07-15,"Caddisfly","ST190628","Large",1,7,2019
"6",2019-07-15,"Caddisfly","ST190628","Large",1,7,2019
"6",2019-07-15,"Caddisfly","ST190629","Large",1,7,2019
"6",2019-07-15,"Caddisfly","ST190629","Large",1,7,2019
"6",2019-07-15,"Caddisfly","ST190630","Large",1,7,2019
"6",2019-07-15,"Caddisfly","ST190630","Large",1,7,2019
"6",2019-07-22,"Caddisfly","ST190666","Large",1,7,2019
"6",2019-07-22,"Caddisfly","ST190666","Large",1,7,2019
"6",2019-07-22,"Caddisfly","ST190667","Large",1,7,2019
"6",2019-07-22,"Caddisfly","ST190667","Large",1,7,2019
"6",2019-07-22,"Caddisfly","ST190668","Large",1,7,2019
"6",2019-07-22,"Caddisfly","ST190668","Large",1,7,2019
"6",2019-07-22,"Caddisfly","ST190669","Large",4,7,2019
"6",2019-07-22,"Caddisfly","ST190669","Large",1,7,2019
"6",2019-07-22,"Caddisfly","ST190670","Large",3,7,2019
"6",2019-07-22,"Caddisfly","ST190670","Large",1,7,2019
"6",2019-07-29,"Caddisfly","ST190706","Large",1,7,2019
"6",2019-07-29,"Caddisfly","ST190706","Large",3,7,2019
"6",2019-07-29,"Caddisfly","ST190707","Large",1,7,2019
"6",2019-07-29,"Caddisfly","ST190707","Large",1,7,2019
"6",2019-07-29,"Caddisfly","ST190708","Large",4,7,2019
"6",2019-07-29,"Caddisfly","ST190708","Large",1,7,2019
"6",2019-07-29,"Caddisfly","ST190709","Large",1,7,2019
"6",2019-07-29,"Caddisfly","ST190709","Large",1,7,2019
"6",2019-07-29,"Caddisfly","ST190710","Large",3,7,2019
"6",2019-07-29,"Caddisfly","ST190710","Large",3,7,2019
"6",2019-08-05,"Caddisfly","ST190746","Large",2,8,2019
"6",2019-08-05,"Caddisfly","ST190746","Large",1,8,2019
"6",2019-08-05,"Caddisfly","ST190747","Large",1,8,2019
"6",2019-08-05,"Caddisfly","ST190747","Large",1,8,2019
"6",2019-08-05,"Caddisfly","ST190748","Large",5,8,2019
"6",2019-08-05,"Caddisfly","ST190748","Large",4,8,2019
"6",2019-08-05,"Caddisfly","ST190749","Large",1,8,2019
"6",2019-08-05,"Caddisfly","ST190749","Large",1,8,2019
"6",2019-08-05,"Caddisfly","ST190750","Large",1,8,2019
"6",2019-08-05,"Caddisfly","ST190750","Large",3,8,2019
"6",2019-08-12,"Caddisfly","ST190786","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190786","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190787","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190787","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190788","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190788","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190789","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190789","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190790","Large",1,8,2019
"6",2019-08-12,"Caddisfly","ST190790","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190826","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190826","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190827","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190827","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190828","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190828","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190829","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190829","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190830","Large",1,8,2019
"6",2019-08-19,"Caddisfly","ST190830","Large",3,8,2019
"6",2019-08-26,"Caddisfly","ST190866","Large",3,8,2019
"6",2019-08-26,"Caddisfly","ST190866","Large",1,8,2019
"6",2019-08-26,"Caddisfly","ST190867","Large",1,8,2019
"6",2019-08-26,"Caddisfly","ST190867","Large",1,8,2019
"6",2019-08-26,"Caddisfly","ST190868","Large",1,8,2019
"6",2019-08-26,"Caddisfly","ST190868","Large",1,8,2019
"6",2019-08-26,"Caddisfly","ST190869","Large",1,8,2019
"6",2019-08-26,"Caddisfly","ST190869","Large",1,8,2019
"6",2019-08-26,"Caddisfly","ST190870","Large",3,8,2019
"6",2019-08-26,"Caddisfly","ST190870","Large",3,8,2019
"6",2019-06-02,"Caddisfly","ST190386","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190386","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190387","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190387","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190388","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190388","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190389","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190389","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190390","Large",1,6,2019
"6",2019-06-02,"Caddisfly","ST190390","Large",1,6,2019
"6",2019-06-10,"Caddisfly","ST190426","Large",4,6,2019
"6",2019-06-10,"Caddisfly","ST190426","Large",1,6,2019
"6",2019-06-10,"Caddisfly","ST190427","Large",1,6,2019
"6",2019-06-10,"Caddisfly","ST190427","Large",1,6,2019
"6",2019-06-10,"Caddisfly","ST190428","Large",1,6,2019
"6",2019-06-10,"Caddisfly","ST190428","Large",1,6,2019
"6",2019-06-10,"Caddisfly","ST190429","Large",1,6,2019
"6",2019-06-10,"Caddisfly","ST190429","Large",1,6,2019
"6",2019-05-06,"Caddisfly","ST190226","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190226","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190227","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190227","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190228","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190228","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190229","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190229","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190230","Large",1,5,2019
"6",2019-05-06,"Caddisfly","ST190230","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190266","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190266","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190267","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190267","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190268","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190268","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190269","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190269","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190270","Large",1,5,2019
"6",2019-05-13,"Caddisfly","ST190270","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190306","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190306","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190307","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190307","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190308","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190308","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190309","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190309","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190310","Large",1,5,2019
"6",2019-05-20,"Caddisfly","ST190310","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190346","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190346","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190347","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190347","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190348","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190348","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190349","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190349","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190350","Large",1,5,2019
"6",2019-05-28,"Caddisfly","ST190350","Large",1,5,2019
"6",2019-04-01,"Caddisfly","ST190066","Large",1,4,2019
"6",2019-04-01,"Caddisfly","ST190066","Large",1,4,2019
"6",2019-04-08,"Caddisfly","","Large",1,4,2019
"6",2019-04-08,"Caddisfly","","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190186","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190186","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190187","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190187","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190188","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190188","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190189","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190189","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190190","Large",1,4,2019
"6",2019-04-29,"Caddisfly","ST190190","Large",1,4,2019
"6",2019-09-03,"Caddisfly","ST190906","Large",1,9,2019
"6",2019-09-03,"Caddisfly","ST190906","Large",1,9,2019
"6",2019-09-03,"Caddisfly","ST190907","Large",1,9,2019
"6",2019-09-03,"Caddisfly","ST190907","Large",1,9,2019
"6",2019-09-03,"Caddisfly","ST190908","Large",1,9,2019
"6",2019-09-03,"Caddisfly","ST190908","Large",1,9,2019
"6",2019-09-03,"Caddisfly","ST190909","Large",1,9,2019
"6",2019-09-03,"Caddisfly","ST190909","Large",1,9,2019
"6",2019-09-03,"Caddisfly","ST190910","Large",3,9,2019
"6",2019-09-03,"Caddisfly","ST190910","Large",1,9,2019
"6",2019-09-09,"Caddisfly","ST190946","Large",1,9,2019
"6",2019-09-09,"Caddisfly","ST190946","Large",1,9,2019
"6",2019-09-09,"Caddisfly","ST190947","Large",1,9,2019
"6",2019-09-09,"Caddisfly","ST190947","Large",1,9,2019
"6",2019-09-09,"Caddisfly","ST190948","Large",1,9,2019
"6",2019-09-09,"Caddisfly","ST190948","Large",1,9,2019
"6",2019-09-09,"Caddisfly","ST190949","Large",3,9,2019
"6",2019-09-09,"Caddisfly","ST190949","Large",1,9,2019
"6",2019-09-09,"Caddisfly","ST190950","Large",3,9,2019
"6",2019-09-09,"Caddisfly","ST190950","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190986","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190986","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190987","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190987","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190988","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190988","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190989","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190989","Large",3,9,2019
"6",2019-09-16,"Caddisfly","ST190990","Large",1,9,2019
"6",2019-09-16,"Caddisfly","ST190990","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191026","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191026","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191027","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191027","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191028","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191028","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191029","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191029","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191030","Large",1,9,2019
"6",2019-09-23,"Caddisfly","ST191030","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191066","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191066","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191067","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191067","Large",3,9,2019
"6",2019-09-30,"Caddisfly","ST191068","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191068","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191069","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191069","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191070","Large",1,9,2019
"6",2019-09-30,"Caddisfly","ST191070","Large",1,9,2019
"6",2019-10-07,"Caddisfly","ST191106","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191106","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191107","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191107","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191108","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191108","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191109","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191109","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191110","Large",1,10,2019
"6",2019-10-07,"Caddisfly","ST191110","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191146","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191146","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191147","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191147","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191148","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191148","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191149","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191149","Large",3,10,2019
"6",2019-10-15,"Caddisfly","ST191150","Large",1,10,2019
"6",2019-10-15,"Caddisfly","ST191150","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191186","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191186","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191187","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191187","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191188","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191188","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191189","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191189","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191190","Large",1,10,2019
"6",2019-10-21,"Caddisfly","ST191190","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191226","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191226","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191227","Large",4,10,2019
"6",2019-10-28,"Caddisfly","ST191227","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191228","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191228","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191229","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191229","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191230","Large",1,10,2019
"6",2019-10-28,"Caddisfly","ST191230","Large",1,10,2019
"6",2019-11-04,"Caddisfly","ST191266","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191266","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191267","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191267","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191268","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191268","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191269","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191269","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191270","Large",1,11,2019
"6",2019-11-04,"Caddisfly","ST191270","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191306","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191306","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191307","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191307","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191308","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191308","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191309","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191309","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191310","Large",1,11,2019
"6",2019-11-11,"Caddisfly","ST191310","Large",1,11,2019
"6",2018-05-14,"Mayfly","1","Large",0,5,2018
"6",2018-05-14,"Mayfly","2","Large",0,5,2018
"6",2018-05-14,"Mayfly","3","Large",0,5,2018
"6",2018-05-14,"Mayfly","4","Large",0,5,2018
"6",2018-05-14,"Mayfly","5","Large",0,5,2018
"6",2018-05-14,"Mayfly","6","Large",0,5,2018
"6",2018-05-14,"Mayfly","7","Large",0,5,2018
"6",2018-05-14,"Mayfly","8","Large",0,5,2018
"6",2018-05-14,"Mayfly","9","Large",0,5,2018
"6",2018-05-14,"Mayfly","10","Large",0,5,2018
"6",2018-05-21,"Mayfly","1","Large",0,5,2018
"6",2018-05-21,"Mayfly","2","Large",0,5,2018
"6",2018-05-21,"Mayfly","3","Large",0,5,2018
"6",2018-05-21,"Mayfly","4","Large",0,5,2018
"6",2018-05-21,"Mayfly","5","Large",0,5,2018
"6",2018-05-21,"Mayfly","6","Large",0,5,2018
"6",2018-05-21,"Mayfly","7","Large",0,5,2018
"6",2018-05-21,"Mayfly","8","Large",0,5,2018
"6",2018-05-21,"Mayfly","9","Large",0,5,2018
"6",2018-05-21,"Mayfly","10","Large",0,5,2018
"6",2018-05-29,"Mayfly","1","Large",0,5,2018
"6",2018-05-29,"Mayfly","2","Large",0,5,2018
"6",2018-05-29,"Mayfly","3","Large",0,5,2018
"6",2018-05-29,"Mayfly","4","Large",0,5,2018
"6",2018-05-29,"Mayfly","5","Large",0,5,2018
"6",2018-05-29,"Mayfly","6","Large",0,5,2018
"6",2018-05-29,"Mayfly","7","Large",0,5,2018
"6",2018-05-29,"Mayfly","8","Large",0,5,2018
"6",2018-05-29,"Mayfly","9","Large",0,5,2018
"6",2018-05-29,"Mayfly","10","Large",0,5,2018
"6",2018-06-04,"Mayfly","1","Large",0,6,2018
"6",2018-06-04,"Mayfly","2","Large",0,6,2018
"6",2018-06-04,"Mayfly","3","Large",0,6,2018
"6",2018-06-04,"Mayfly","4","Large",0,6,2018
"6",2018-06-04,"Mayfly","5","Large",0,6,2018
"6",2018-06-04,"Mayfly","6","Large",0,6,2018
"6",2018-06-04,"Mayfly","7","Large",0,6,2018
"6",2018-06-04,"Mayfly","8","Large",0,6,2018
"6",2018-06-04,"Mayfly","9","Large",0,6,2018
"6",2018-06-04,"Mayfly","10","Large",0,6,2018
"6",2018-06-11,"Mayfly","1","Large",0,6,2018
"6",2018-06-11,"Mayfly","2","Large",0,6,2018
"6",2018-06-11,"Mayfly","3","Large",0,6,2018
"6",2018-06-11,"Mayfly","4","Large",0,6,2018
"6",2018-06-11,"Mayfly","5","Large",0,6,2018
"6",2018-06-11,"Mayfly","6","Large",0,6,2018
"6",2018-06-11,"Mayfly","7","Large",0,6,2018
"6",2018-06-11,"Mayfly","8","Large",0,6,2018
"6",2018-06-11,"Mayfly","9","Large",0,6,2018
"6",2018-06-11,"Mayfly","10","Large",0,6,2018
"6",2018-06-18,"Mayfly","1","Large",0,6,2018
"6",2018-06-18,"Mayfly","2","Large",0,6,2018
"6",2018-06-18,"Mayfly","3","Large",0,6,2018
"6",2018-06-18,"Mayfly","4","Large",0,6,2018
"6",2018-06-18,"Mayfly","5","Large",0,6,2018
"6",2018-06-18,"Mayfly","6","Large",0,6,2018
"6",2018-06-18,"Mayfly","7","Large",0,6,2018
"6",2018-06-18,"Mayfly","8","Large",0,6,2018
"6",2018-06-18,"Mayfly","9","Large",0,6,2018
"6",2018-06-18,"Mayfly","10","Large",0,6,2018
"6",2018-06-25,"Mayfly","1","Large",0,6,2018
"6",2018-06-25,"Mayfly","2","Large",0,6,2018
"6",2018-06-25,"Mayfly","3","Large",0,6,2018
"6",2018-06-25,"Mayfly","4","Large",0,6,2018
"6",2018-06-25,"Mayfly","5","Large",0,6,2018
"6",2018-06-25,"Mayfly","6","Large",0,6,2018
"6",2018-06-25,"Mayfly","7","Large",0,6,2018
"6",2018-06-25,"Mayfly","8","Large",0,6,2018
"6",2018-06-25,"Mayfly","9","Large",0,6,2018
"6",2018-06-25,"Mayfly","10","Large",0,6,2018
"6",2018-07-02,"Mayfly","1","Large",0,7,2018
"6",2018-07-02,"Mayfly","2","Large",0,7,2018
"6",2018-07-02,"Mayfly","3","Large",0,7,2018
"6",2018-07-02,"Mayfly","4","Large",0,7,2018
"6",2018-07-02,"Mayfly","5","Large",0,7,2018
"6",2018-07-02,"Mayfly","6","Large",0,7,2018
"6",2018-07-02,"Mayfly","7","Large",0,7,2018
"6",2018-07-02,"Mayfly","8","Large",0,7,2018
"6",2018-07-02,"Mayfly","9","Large",0,7,2018
"6",2018-07-02,"Mayfly","10","Large",0,7,2018
"6",2018-07-09,"Mayfly","1","Large",0,7,2018
